"","label","replace.by"
"1744","Journal of Burn Care & Research","Clinical Medicine"
"1745","AGING CLINICAL AND EXPERIMENTAL RESEARCH","Clinical Medicine"
"1746","JOURNAL OF CANCER EDUCATION","Clinical Medicine"
"1747","International Journal of Lower Extremity Wounds","Clinical Medicine"
"1748","European Journal of General Practice","Clinical Medicine"
"1749","European Review of Aging and Physical Activity","Clinical Medicine"
"1750","Clinical Simulation in Nursing","Clinical Medicine"
"1751","Clinical Simulation in Nursing","Clinical Medicine"
"1752","Clinical Nursing Research","Clinical Medicine"
"1753","Clinical Nursing Research","Clinical Medicine"
"1754","Surgical Innovation","Clinical Medicine"
"1755","Revista Portuguesa de Pneumologia","Clinical Medicine"
"1756","ZEITSCHRIFT FUR GASTROENTEROLOGIE","Clinical Medicine"
"1757","NUKLEARMEDIZIN-NUCLEAR MEDICINE","Clinical Medicine"
"1758","BMC Womens Health","Clinical Medicine"
"1759","BMC Womens Health","Clinical Medicine"
"1760","JOURNAL OF NEPHROLOGY","Clinical Medicine"
"1761","ASIA PACIFIC JOURNAL OF CLINICAL NUTRITION","Clinical Medicine"
"1762","Nursing & Health Sciences","Clinical Medicine"
"1763","Nursing & Health Sciences","Clinical Medicine"
"1764","Scandinavian Journal of Urology","Clinical Medicine"
"1765","International Neurourology Journal","Clinical Medicine"
"1766","Journal of the American Academy of Audiology","Clinical Medicine"
"1767","OPHTHALMIC RESEARCH","Clinical Medicine"
"1768","Journal of Anesthesia","Clinical Medicine"
"1769","Postepy Dermatologii i Alergologii","Clinical Medicine"
"1770","Advances in Skin & Wound Care","Clinical Medicine"
"1771","Advances in Skin & Wound Care","Clinical Medicine"
"1772","Current Sports Medicine Reports","Clinical Medicine"
"1773","Archives of Disease in Childhood-Education and Practice Edition","Clinical Medicine"
"1774","Critical Care Nurse","Clinical Medicine"
"1775","Critical Care Nurse","Clinical Medicine"
"1776","Oncology Research and Treatment","Clinical Medicine"
"1777","ANNALS OF THE ROYAL COLLEGE OF SURGEONS OF ENGLAND","Clinical Medicine"
"1778","HEART & LUNG","Clinical Medicine"
"1779","Female Pelvic Medicine and Reconstructive Surgery","Clinical Medicine"
"1780","JOURNAL OF PEDIATRIC ORTHOPAEDICS","Clinical Medicine"
"1781","ALTERNATIVE THERAPIES IN HEALTH AND MEDICINE","Clinical Medicine"
"1782","Interactive Cardiovascular and Thoracic Surgery","Clinical Medicine"
"1783","JOURNAL OF MANIPULATIVE AND PHYSIOLOGICAL THERAPEUTICS","Clinical Medicine"
"1784","SURGERY TODAY","Clinical Medicine"
"1785","Clinics","Clinical Medicine"
"1786","DENTAL TRAUMATOLOGY","Clinical Medicine"
"1787","JOURNAL OF INTERVENTIONAL CARDIOLOGY","Clinical Medicine"
"1788","European Geriatric Medicine","Clinical Medicine"
"1789","Annals of Dermatology","Clinical Medicine"
"1790","JOURNAL OF FORENSIC SCIENCES","Clinical Medicine"
"1791","BMC Anesthesiology","Clinical Medicine"
"1792","Pediatrics and Neonatology","Clinical Medicine"
"1793","SEMINARS IN ULTRASOUND CT AND MRI","Clinical Medicine"
"1794","CLINICAL ANATOMY","Clinical Medicine"
"1795","Surgical Infections","Clinical Medicine"
"1796","CLINICAL AND EXPERIMENTAL DERMATOLOGY","Clinical Medicine"
"1797","Endocrinologia y Nutricion","Clinical Medicine"
"1798","DM DISEASE-A-MONTH","Clinical Medicine"
"1799","UROLOGIA INTERNATIONALIS","Clinical Medicine"
"1800","Saudi Journal of Gastroenterology","Clinical Medicine"
"1801","Archives of Budo","Clinical Medicine"
"1802","Pregnancy Hypertension-An International Journal of Womens Cardiovascular Health","Clinical Medicine"
"1803","AUSTRALASIAN JOURNAL OF DERMATOLOGY","Clinical Medicine"
"1804","International Journal of Paediatric Dentistry","Clinical Medicine"
"1805","Cancer Radiotherapie","Clinical Medicine"
"1806","PERITONEAL DIALYSIS INTERNATIONAL","Clinical Medicine"
"1807","Journal of Laparoendoscopic & Advanced Surgical Techniques","Clinical Medicine"
"1808","American Journal of Hospice & Palliative Medicine","Clinical Medicine"
"1809","INTERNATIONAL UROLOGY AND NEPHROLOGY","Clinical Medicine"
"1810","JOURNAL OF ELECTROCARDIOLOGY","Clinical Medicine"
"1811","TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE","Clinical Medicine"
"1812","SPORTS MEDICINE AND ARTHROSCOPY REVIEW","Clinical Medicine"
"1813","World Journal of Surgical Oncology","Clinical Medicine"
"1814","JOURNAL OF CLINICAL ANESTHESIA","Clinical Medicine"
"1815","PEDIATRIC TRANSPLANTATION","Clinical Medicine"
"1816","ANAESTHESIA AND INTENSIVE CARE","Clinical Medicine"
"1817","ASSISTIVE TECHNOLOGY","Clinical Medicine"
"1818","Public Health Ethics","Clinical Medicine"
"1819","Public Health Ethics","Clinical Medicine"
"1820","Clinical and Experimental Optometry","Clinical Medicine"
"1821","Experimental and Therapeutic Medicine","Clinical Medicine"
"1822","MINIMALLY INVASIVE THERAPY & ALLIED TECHNOLOGIES","Clinical Medicine"
"1823","Focus on Autism and Other Developmental Disabilities","Clinical Medicine"
"1824","AUSTRALIAN DENTAL JOURNAL","Clinical Medicine"
"1825","Journal of the American Association of Nurse Practitioners","Clinical Medicine"
"1826","Journal of the American Association of Nurse Practitioners","Clinical Medicine"
"1827","EUROPEAN JOURNAL OF PEDIATRIC SURGERY","Clinical Medicine"
"1828","Dermatologic Therapy","Clinical Medicine"
"1829","MEDICINA CLINICA","Clinical Medicine"
"1830","OTOLARYNGOLOGIC CLINICS OF NORTH AMERICA","Clinical Medicine"
"1831","Oral Surgery Oral Medicine Oral Pathology Oral Radiology","Clinical Medicine"
"1832","JOURNAL OF APPLIED GERONTOLOGY","Clinical Medicine"
"1833","JOURNAL OF KOREAN MEDICAL SCIENCE","Clinical Medicine"
"1834","PHYSICAL & OCCUPATIONAL THERAPY IN PEDIATRICS","Clinical Medicine"
"1835","PHYSICAL & OCCUPATIONAL THERAPY IN PEDIATRICS","Clinical Medicine"
"1836","Eye & Contact Lens-Science and Clinical Practice","Clinical Medicine"
"1837","BRITISH JOURNAL OF BIOMEDICAL SCIENCE","Clinical Medicine"
"1838","JCR-JOURNAL OF CLINICAL RHEUMATOLOGY","Clinical Medicine"
"1839","BLOOD COAGULATION & FIBRINOLYSIS","Clinical Medicine"
"1840","Journal of Child Health Care","Clinical Medicine"
"1841","Journal of Child Health Care","Clinical Medicine"
"1842","POLISH JOURNAL OF PATHOLOGY","Clinical Medicine"
"1843","BMC Ophthalmology","Clinical Medicine"
"1844","BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY","Clinical Medicine"
"1845","MINERVA MEDICA","Clinical Medicine"
"1846","Annals of Thoracic Medicine","Clinical Medicine"
"1847","Chinese Journal of Integrative Medicine","Clinical Medicine"
"1848","Journal of Esthetic and Restorative Dentistry","Clinical Medicine"
"1849","Sexual Health","Clinical Medicine"
"1850","Sexual Health","Clinical Medicine"
"1851","Emergency Medicine Australasia","Clinical Medicine"
"1852","CLINICS IN SPORTS MEDICINE","Clinical Medicine"
"1853","INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS","Clinical Medicine"
"1854","Journal of Orthopaedic Surgery and Research","Clinical Medicine"
"1855","SCANDINAVIAN JOURNAL OF CARING SCIENCES","Clinical Medicine"
"1856","Environmental Health and Preventive Medicine","Clinical Medicine"
"1857","Environmental Health and Preventive Medicine","Clinical Medicine"
"1858","Intensive and Critical Care Nursing","Clinical Medicine"
"1859","Intensive and Critical Care Nursing","Clinical Medicine"
"1860","Ophthalmic Surgery Lasers & Imaging Retina","Clinical Medicine"
"1861","Advances in Medical Sciences","Clinical Medicine"
"1862","HYPERTENSION IN PREGNANCY","Clinical Medicine"
"1863","BMC Oral Health","Clinical Medicine"
"1864","Congenital Heart Disease","Clinical Medicine"
"1865","Sports Biomechanics","Clinical Medicine"
"1866","NEFROLOGIA","Clinical Medicine"
"1867","Journal of Wound Care","Clinical Medicine"
"1868","Systems Biology in Reproductive Medicine","Clinical Medicine"
"1869","Journal of Herbal Medicine","Clinical Medicine"
"1870","Advances in Neonatal Care","Clinical Medicine"
"1871","Advances in Neonatal Care","Clinical Medicine"
"1872","CLINICAL NEUROLOGY AND NEUROSURGERY","Clinical Medicine"
"1873","SURGICAL AND RADIOLOGIC ANATOMY","Clinical Medicine"
"1874","AMERICAN JOURNAL OF DENTISTRY","Clinical Medicine"
"1875","Arquivos Brasileiros de Cardiologia","Clinical Medicine"
"1876","HEALTH PHYSICS","Clinical Medicine"
"1877","Medicina Intensiva","Clinical Medicine"
"1878","Clinical and Investigative Medicine","Clinical Medicine"
"1879","JOURNAL OF CUTANEOUS MEDICINE AND SURGERY","Clinical Medicine"
"1880","Hormones-International Journal of Endocrinology and Metabolism","Clinical Medicine"
"1881","Sexual Medicine","Clinical Medicine"
"1882","CARDIOLOGY CLINICS","Clinical Medicine"
"1883","Seminars in Ophthalmology","Clinical Medicine"
"1884","Breast Cancer","Clinical Medicine"
"1885","Journal of Medical Imaging and Radiation Oncology","Clinical Medicine"
"1886","Clinics in Podiatric Medicine and Surgery","Clinical Medicine"
"1887","Ostomy Wound Management","Clinical Medicine"
"1888","Journal of Knee Surgery","Clinical Medicine"
"1889","ACTA ODONTOLOGICA SCANDINAVICA","Clinical Medicine"
"1890","ANNALS OF OTOLOGY RHINOLOGY AND LARYNGOLOGY","Clinical Medicine"
"1891","Journal of Pediatric Urology","Clinical Medicine"
"1892","PHYSIOTHERAPY THEORY AND PRACTICE","Clinical Medicine"
"1893","Medical Ultrasonography","Clinical Medicine"
"1894","PEDIATRIC DERMATOLOGY","Clinical Medicine"
"1895","Korean Journal of Orthodontics","Clinical Medicine"
"1896","MEDICAL PRINCIPLES AND PRACTICE","Clinical Medicine"
"1897","TEACHING AND LEARNING IN MEDICINE","Clinical Medicine"
"1898","ANZ JOURNAL OF SURGERY","Clinical Medicine"
"1899","Complementary Therapies in Clinical Practice","Clinical Medicine"
"1900","IRISH JOURNAL OF MEDICAL SCIENCE","Clinical Medicine"
"1901","Rehabilitation Nursing","Clinical Medicine"
"1902","Rehabilitation Nursing","Clinical Medicine"
"1903","EUROPEAN SURGICAL RESEARCH","Clinical Medicine"
"1904","International Journal of Computerized Dentistry","Clinical Medicine"
"1905","JOURNAL OF ORTHOPAEDIC SCIENCE","Clinical Medicine"
"1906","YONSEI MEDICAL JOURNAL","Clinical Medicine"
"1907","Physical Medicine and Rehabilitation Clinics of North America","Clinical Medicine"
"1908","BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH","Clinical Medicine"
"1909","JOURNAL OF PEDIATRIC HEMATOLOGY ONCOLOGY","Clinical Medicine"
"1910","PHYSICIAN AND SPORTSMEDICINE","Clinical Medicine"
"1911","Anatolian Journal of Cardiology","Clinical Medicine"
"1912","Nursing Inquiry","Clinical Medicine"
"1913","Nursing Inquiry","Clinical Medicine"
"1914","SEMINARS IN MUSCULOSKELETAL RADIOLOGY","Clinical Medicine"
"1915","Iranian Journal of Kidney Diseases","Clinical Medicine"
"1916","JOURNAL OF NURSING ADMINISTRATION","Clinical Medicine"
"1917","JOURNAL OF NURSING ADMINISTRATION","Clinical Medicine"
"1918","MEDICAL HYPOTHESES","Clinical Medicine"
"1919","BIOLOGY OF SPORT","Clinical Medicine"
"1920","Journal of Prosthodontics-Implant Esthetic and Reconstructive Dentistry","Clinical Medicine"
"1921","Reviews in Cardiovascular Medicine","Clinical Medicine"
"1922","Cardiology Journal","Clinical Medicine"
"1923","ACTA OTO-LARYNGOLOGICA","Clinical Medicine"
"1924","Advances in Clinical and Experimental Medicine","Clinical Medicine"
"1925","Cartilage","Clinical Medicine"
"1926","ORTHOPEDICS","Clinical Medicine"
"1927","Journal of Cosmetic Dermatology","Clinical Medicine"
"1928","American Journal of Audiology","Clinical Medicine"
"1929","Hepatology International","Clinical Medicine"
"1930","INTERNATIONAL JOURNAL OF PEDIATRIC OTORHINOLARYNGOLOGY","Clinical Medicine"
"1931","Collegian","Clinical Medicine"
"1932","Collegian","Clinical Medicine"
"1933","Vasa-European Journal of Vascular Medicine","Clinical Medicine"
"1934","Minerva Endocrinologica","Clinical Medicine"
"1935","JOURNAL OF NURSING CARE QUALITY","Clinical Medicine"
"1936","JOURNAL OF NURSING CARE QUALITY","Clinical Medicine"
"1937","Journal of Applied Oral Science","Clinical Medicine"
"1938","JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS","Clinical Medicine"
"1939","BLOOD PRESSURE MONITORING","Clinical Medicine"
"1940","JOURNAL OF VOICE","Clinical Medicine"
"1941","Nursing in Critical Care","Clinical Medicine"
"1942","Nursing in Critical Care","Clinical Medicine"
"1943","Endokrynologia Polska","Clinical Medicine"
"1944","JOURNAL OF INVASIVE CARDIOLOGY","Clinical Medicine"
"1945","JOURNAL OF SPORTS MEDICINE AND PHYSICAL FITNESS","Clinical Medicine"
"1946","Journal of Adolescent and Young Adult Oncology","Clinical Medicine"
"1947","Journal of Transcultural Nursing","Clinical Medicine"
"1948","Journal of Transcultural Nursing","Clinical Medicine"
"1949","Journal of Periodontal and Implant Science","Clinical Medicine"
"1950","Canadian Journal of Emergency Medicine","Clinical Medicine"
"1951","Paediatrics and International Child Health","Clinical Medicine"
"1952","Pediatric Physical Therapy","Clinical Medicine"
"1953","Atencion Primaria","Clinical Medicine"
"1954","JOURNAL OF PROFESSIONAL NURSING","Clinical Medicine"
"1955","JOURNAL OF PROFESSIONAL NURSING","Clinical Medicine"
"1956","JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING","Clinical Medicine"
"1957","JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING","Clinical Medicine"
"1958","SCANDINAVIAN CARDIOVASCULAR JOURNAL","Clinical Medicine"
"1959","Foot and Ankle Surgery","Clinical Medicine"
"1960","JOURNAL OF OBSTETRICS AND GYNAECOLOGY RESEARCH","Clinical Medicine"
"1961","PEDIATRIC HEMATOLOGY AND ONCOLOGY","Clinical Medicine"
"1962","WESTERN JOURNAL OF NURSING RESEARCH","Clinical Medicine"
"1963","WESTERN JOURNAL OF NURSING RESEARCH","Clinical Medicine"
"1964","DENTAL MATERIALS JOURNAL","Clinical Medicine"
"1965","Medicina Oral Patologia Oral y Cirugia Bucal","Clinical Medicine"
"1966","CANADIAN ASSOCIATION OF RADIOLOGISTS JOURNAL-JOURNAL DE L ASSOCIATION CANADIENNE DES RADIOLOGISTES","Clinical Medicine"
"1967","CHILDS NERVOUS SYSTEM","Clinical Medicine"
"1968","INQUIRY-AN INTERDISCIPLINARY JOURNAL OF PHILOSOPHY","Clinical Medicine"
"1969","Journal of Neurological Surgery Part B-Skull Base","Clinical Medicine"
"1970","Journal of Comparative Effectiveness Research","Clinical Medicine"
"1971","INTERNATIONAL NURSING REVIEW","Clinical Medicine"
"1972","INTERNATIONAL NURSING REVIEW","Clinical Medicine"
"1973","TUMORI","Clinical Medicine"
"1974","EMERGENCY MEDICINE CLINICS OF NORTH AMERICA","Clinical Medicine"
"1975","JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION","Clinical Medicine"
"1976","Canadian Journal of Urology","Clinical Medicine"
"1977","Journal of Foot & Ankle Surgery","Clinical Medicine"
"1978","AESTHETIC PLASTIC SURGERY","Clinical Medicine"
"1979","CLINICAL NEPHROLOGY","Clinical Medicine"
"1980","CLINICS IN PLASTIC SURGERY","Clinical Medicine"
"1981","BRITISH JOURNAL OF NEUROSURGERY","Clinical Medicine"
"1982","JOURNAL OF NURSING EDUCATION","Clinical Medicine"
"1983","JOURNAL OF NURSING EDUCATION","Clinical Medicine"
"1984","JOURNAL OF TROPICAL PEDIATRICS","Clinical Medicine"
"1985","Journal of Psychiatric and Mental Health Nursing","Clinical Medicine"
"1986","Journal of Psychiatric and Mental Health Nursing","Clinical Medicine"
"1987","ACTA HAEMATOLOGICA","Clinical Medicine"
"1988","JOURNAL OF EVALUATION IN CLINICAL PRACTICE","Clinical Medicine"
"1989","CTS-Clinical and Translational Science","Clinical Medicine"
"1990","CLEFT PALATE-CRANIOFACIAL JOURNAL","Clinical Medicine"
"1991","JOURNAL OF EMERGENCY MEDICINE","Clinical Medicine"
"1992","ANNALS OF VASCULAR SURGERY","Clinical Medicine"
"1993","APPLIED NURSING RESEARCH","Clinical Medicine"
"1994","APPLIED NURSING RESEARCH","Clinical Medicine"
"1995","ANNALS ACADEMY OF MEDICINE SINGAPORE","Clinical Medicine"
"1996","INTERNATIONAL JOURNAL OF PERIODONTICS & RESTORATIVE DENTISTRY","Clinical Medicine"
"1997","AURIS NASUS LARYNX","Clinical Medicine"
"1998","Journal of Cardiothoracic Surgery","Clinical Medicine"
"1999","Operative Orthopadie und Traumatologie","Clinical Medicine"
"2000","Annals of Transplantation","Clinical Medicine"
"2001","Arquivos Brasileiros de Endocrinologia e Metabologia","Clinical Medicine"
"2002","World Journal of Pediatrics","Clinical Medicine"
"2003","Implant Dentistry","Clinical Medicine"
"2004","Annals of Diagnostic Pathology","Clinical Medicine"
"2005","Cardiovascular Journal of Africa","Clinical Medicine"
"2006","Jornal Brasileiro de Pneumologia","Clinical Medicine"
"2007","SURGICAL LAPAROSCOPY ENDOSCOPY & PERCUTANEOUS TECHNIQUES","Clinical Medicine"
"2008","Canadian Respiratory Journal","Clinical Medicine"
"2009","Hellenic Journal of Nuclear Medicine","Clinical Medicine"
"2010","PRESSE MEDICALE","Clinical Medicine"
"2011","GIORNALE ITALIANO DI DERMATOLOGIA E VENEREOLOGIA","Clinical Medicine"
"2012","International Journal of Performance Analysis in Sport","Clinical Medicine"
"2013","Journal of the Chinese Medical Association","Clinical Medicine"
"2014","Explore-The Journal of Science and Healing","Clinical Medicine"
"2015","JOURNAL OF APPLIED BIOMECHANICS","Clinical Medicine"
"2016","PEDIATRIC SURGERY INTERNATIONAL","Clinical Medicine"
"2017","GERIATRIC NURSING","Clinical Medicine"
"2018","GERIATRIC NURSING","Clinical Medicine"
"2019","PATHOLOGIE BIOLOGIE","Clinical Medicine"
"2020","EUROPEAN JOURNAL OF OPHTHALMOLOGY","Clinical Medicine"
"2021","Medical Dosimetry","Clinical Medicine"
"2022","INTERNATIONAL JOURNAL OF ARTIFICIAL ORGANS","Clinical Medicine"
"2023","CIRUGIA ESPANOLA","Clinical Medicine"
"2024","COMPARATIVE MEDICINE","Clinical Medicine"
"2025","JOURNAL OF INVESTIGATIVE SURGERY","Clinical Medicine"
"2026","Journal of Cosmetic and Laser Therapy","Clinical Medicine"
"2027","KAOHSIUNG JOURNAL OF MEDICAL SCIENCES","Clinical Medicine"
"2028","ORL-Journal for Oto-Rhino-Laryngology Head and Neck Surgery","Clinical Medicine"
"2029","Personalized Medicine","Clinical Medicine"
"2030","BRITISH DENTAL JOURNAL","Clinical Medicine"
"2031","Nurse Educator","Clinical Medicine"
"2032","Nurse Educator","Clinical Medicine"
"2033","OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY","Clinical Medicine"
"2034","Issues in Mental Health Nursing","Clinical Medicine"
"2035","Issues in Mental Health Nursing","Clinical Medicine"
"2036","BIO-MEDICAL MATERIALS AND ENGINEERING","Clinical Medicine"
"2037","Human Fertility","Clinical Medicine"
"2038","CONGENITAL ANOMALIES","Clinical Medicine"
"2039","Revista Espanola de Medicina Nuclear e Imagen Molecular","Clinical Medicine"
"2040","FAMILY MEDICINE","Clinical Medicine"
"2041","Nursing Philosophy","Clinical Medicine"
"2042","Nursing Philosophy","Clinical Medicine"
"2043","DIAGNOSTIC CYTOPATHOLOGY","Clinical Medicine"
"2044","International Journal of Nursing Practice","Clinical Medicine"
"2045","International Journal of Nursing Practice","Clinical Medicine"
"2046","KLINISCHE PADIATRIE","Clinical Medicine"
"2047","International Emergency Nursing","Clinical Medicine"
"2048","International Emergency Nursing","Clinical Medicine"
"2049","UHOD-Uluslararasi Hematoloji-Onkoloji Dergisi","Clinical Medicine"
"2050","Undersea and Hyperbaric Medicine","Clinical Medicine"
"2051","Danish Medical Journal","Clinical Medicine"
"2052","INDIAN PEDIATRICS","Clinical Medicine"
"2053","CURRENT PROBLEMS IN CANCER","Clinical Medicine"
"2054","Progress in Transplantation","Clinical Medicine"
"2055","Journal of Wound Ostomy and Continence Nursing","Clinical Medicine"
"2056","Journal of Wound Ostomy and Continence Nursing","Clinical Medicine"
"2057","MILITARY MEDICINE","Clinical Medicine"
"2058","INTERNATIONAL DENTAL JOURNAL","Clinical Medicine"
"2059","CLINICAL IMAGING","Clinical Medicine"
"2060","ANAESTHESIST","Clinical Medicine"
"2061","Actas Urologicas Espanolas","Clinical Medicine"
"2062","TRANSFUSION AND APHERESIS SCIENCE","Clinical Medicine"
