"";"JCR.Abbreviated.Title";"Full.Journal.Title";"Issn";"Subject.Category";"Discipline.Scientifique.OST";"Origine";"Abreviation"
"2361";"CAN J FISH AQUAT SCI";"CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES";"0706-652X";"Marine & Freshwater Biology";"Sciences de l'Univers";"SCIE";"PI"
"2362";"CAN J FOREST RES";"CANADIAN JOURNAL OF FOREST RESEARCH";"0045-5067";"Forestry";"Biologie Appliquée-Ecologie";"SCIE";"KA"
"2363";"CAN J GASTROENTEROL";"CANADIAN JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY";"2291-2789";"Gastroenterology & Hepatology";"Recherche Médicale";"SCIE";"KI"
"2364";"CAN J INFECT DIS MED";"CANADIAN JOURNAL OF INFECTIOUS DISEASES & MEDICAL MICROBIOLOGY";"1712-9532";"Infectious Diseases";"Recherche Médicale";"SCIE";"NN"
"2365";"CAN J INFECT DIS MED";"CANADIAN JOURNAL OF INFECTIOUS DISEASES & MEDICAL MICROBIOLOGY";"1712-9532";"Microbiology";"Biologie Fondamentale";"SCIE";"QU"
"2366";"CAN J MATH";"CANADIAN JOURNAL OF MATHEMATICS-JOURNAL CANADIEN DE MATHEMATIQUES";"0008-414X";"Mathematics";"Mathématiques";"SCIE";"PQ"
"2367";"CAN J MICROBIOL";"CANADIAN JOURNAL OF MICROBIOLOGY";"0008-4166";"Biotechnology & Applied Microbiology";"Biologie Fondamentale";"SCIE";"DB"
"2368";"CAN J MICROBIOL";"CANADIAN JOURNAL OF MICROBIOLOGY";"0008-4166";"Microbiology";"Biologie Fondamentale";"SCIE";"QU"
"2369";"CAN J NEUROL SCI";"CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES";"0317-1671";"Clinical Neurology";"Recherche Médicale";"SCIE";"RT"
"2370";"CAN J OCCUP THER";"CANADIAN JOURNAL OF OCCUPATIONAL THERAPY-REVUE CANADIENNE D ERGOTHERAPIE";"0008-4174";"Rehabilitation";"Recherche Médicale";"SCIE";"WC"
"2371";"CAN J OPHTHALMOL";"CANADIAN JOURNAL OF OPHTHALMOLOGY-JOURNAL CANADIEN D OPHTALMOLOGIE";"0008-4182";"Ophthalmology";"Recherche Médicale";"SCIE";"SU"
"2372";"CAN J PHYS";"CANADIAN JOURNAL OF PHYSICS";"0008-4204";"Physics, Multidisciplinary";"Physique";"SCIE";"UI"
"2373";"CAN J PHYSIOL PHARM";"CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY";"0008-4212";"Pharmacology & Pharmacy";"Recherche Médicale";"SCIE";"TU"
"2374";"CAN J PHYSIOL PHARM";"CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY";"0008-4212";"Physiology";"Biologie Fondamentale";"SCIE";"UM"
"2375";"CAN J PLANT PATHOL";"CANADIAN JOURNAL OF PLANT PATHOLOGY";"0706-0661";"Plant Sciences";"Biologie Appliquée-Ecologie";"SCIE";"DE"
"2376";"CAN J PLANT SCI";"CANADIAN JOURNAL OF PLANT SCIENCE";"0008-4220";"Agronomy";"Biologie Appliquée-Ecologie";"SCIE";"AM"
"2377";"CAN J PLANT SCI";"CANADIAN JOURNAL OF PLANT SCIENCE";"0008-4220";"Plant Sciences";"Biologie Appliquée-Ecologie";"SCIE";"DE"
"2378";"CAN J PSYCHIAT";"CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE";"0706-7437";"Psychiatry";"Recherche Médicale";"SCIE";"VE"
"2379";"CAN J REMOTE SENS";"CANADIAN JOURNAL OF REMOTE SENSING";"0703-8992";"Remote Sensing";"Sciences pour l'Ingénieur";"SCIE";"SR"
"2380";"CAN J SOIL SCI";"CANADIAN JOURNAL OF SOIL SCIENCE";"0008-4271";"Soil Science";"Biologie Appliquée-Ecologie";"SCIE";"XE"
"2381";"CAN J STAT";"CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE";"0319-5724";"Statistics & Probability";"Mathématiques";"SCIE";"XY"
"2382";"CAN J SURG";"CANADIAN JOURNAL OF SURGERY";"0008-428X";"Surgery";"Recherche Médicale";"SCIE";"YA"
"2383";"CAN J UROL";"CANADIAN JOURNAL OF UROLOGY";"1195-9479";"Urology & Nephrology";"Recherche Médicale";"SCIE";"ZA"
"2384";"CAN J VET RES";"CANADIAN JOURNAL OF VETERINARY RESEARCH-REVUE CANADIENNE DE RECHERCHE VETERINAIRE";"0830-9000";"Veterinary Sciences";"Recherche Médicale";"SCIE";"ZC"
"2385";"CAN J ZOOL";"CANADIAN JOURNAL OF ZOOLOGY";"0008-4301";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"2386";"CAN MATH BULL";"CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES";"0008-4395";"Mathematics";"Mathématiques";"SCIE";"PQ"
"2387";"CAN MED ASSOC J";"CANADIAN MEDICAL ASSOCIATION JOURNAL";"0820-3946";"Medicine, General & Internal";"Recherche Médicale";"SCIE";"PY"
"2388";"CAN METALL QUART";"CANADIAN METALLURGICAL QUARTERLY";"0008-4433";"Metallurgy & Metallurgical Engineering";"Sciences pour l'Ingénieur";"SCIE";"PZ"
"2389";"CAN MINERAL";"CANADIAN MINERALOGIST";"0008-4476";"Mineralogy";"Sciences de l'Univers";"SCIE";"RE"
"2390";"CAN RESPIR J";"CANADIAN RESPIRATORY JOURNAL";"1198-2241";"Respiratory System";"Recherche Médicale";"SCIE";"WE"
"2391";"CAN VET J";"CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE";"0008-5286";"Veterinary Sciences";"Recherche Médicale";"SCIE";"ZC"
"2392";"CAN WATER RESOUR J";"CANADIAN WATER RESOURCES JOURNAL";"0701-1784";"Water Resources";"Sciences de l'Univers";"SCIE";"ZR"
"2393";"CANCER BIOL MED";"CANCER BIOLOGY & MEDICINE";"2095-3941";"Medicine, Research & Experimental";"Recherche Médicale";"SCIE";"QA"
"2394";"CANCER BIOL MED";"CANCER BIOLOGY & MEDICINE";"2095-3941";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2395";"CANCER BIOL THER";"CANCER BIOLOGY & THERAPY";"1538-4047";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2396";"CANCER BIOMARK";"CANCER BIOMARKERS";"1574-0153";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2397";"CANCER BIOTHER RADIO";"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS";"1084-9785";"Medicine, Research & Experimental";"Recherche Médicale";"SCIE";"QA"
"2398";"CANCER BIOTHER RADIO";"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS";"1084-9785";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2399";"CANCER BIOTHER RADIO";"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS";"1084-9785";"Pharmacology & Pharmacy";"Recherche Médicale";"SCIE";"TU"
"2400";"CANCER BIOTHER RADIO";"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS";"1084-9785";"Radiology, Nuclear Medicine & Medical Imaging";"Recherche Médicale";"SCIE";"VY"
"2401";"CANCER CAUSE CONTROL";"CANCER CAUSES & CONTROL";"0957-5243";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2402";"CANCER CAUSE CONTROL";"CANCER CAUSES & CONTROL";"0957-5243";"Public, Environmental & Occupational Health";"Recherche Médicale";"SCIE";"NE"
"2403";"CANCER CELL";"CANCER CELL";"1535-6108";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"2404";"CANCER CELL";"CANCER CELL";"1535-6108";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2405";"CANCER CELL INT";"CANCER CELL INTERNATIONAL";"1475-2867";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2406";"CANCER CHEMOTH PHARM";"CANCER CHEMOTHERAPY AND PHARMACOLOGY";"0344-5704";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2407";"CANCER CHEMOTH PHARM";"CANCER CHEMOTHERAPY AND PHARMACOLOGY";"0344-5704";"Pharmacology & Pharmacy";"Recherche Médicale";"SCIE";"TU"
"2408";"CANCER COMMUN";"CANCER COMMUNICATIONS";"2523-3548";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2409";"CANCER CONTROL";"CANCER CONTROL";"1073-2748";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2410";"CANCER CYTOPATHOL";"CANCER CYTOPATHOLOGY";"1934-662X";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2411";"CANCER CYTOPATHOL";"CANCER CYTOPATHOLOGY";"1934-662X";"Pathology";"Recherche Médicale";"SCIE";"TM"
"2412";"CANCER DISCOV";"CANCER DISCOVERY";"2159-8274";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2413";"CANCER EPIDEM BIOMAR";"CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION";"1055-9965";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2414";"CANCER EPIDEM BIOMAR";"CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION";"1055-9965";"Public, Environmental & Occupational Health";"Recherche Médicale";"SCIE";"NE"
"2415";"CANCER EPIDEMIOL";"CANCER EPIDEMIOLOGY";"1877-7821";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2416";"CANCER EPIDEMIOL";"CANCER EPIDEMIOLOGY";"1877-7821";"Public, Environmental & Occupational Health";"Recherche Médicale";"SCIE";"NE"
"2417";"CANCER GENE THER";"CANCER GENE THERAPY";"0929-1903";"Biotechnology & Applied Microbiology";"Biologie Fondamentale";"SCIE";"DB"
"2418";"CANCER GENE THER";"CANCER GENE THERAPY";"0929-1903";"Genetics & Heredity";"Biologie Fondamentale";"SCIE";"KM"
"2419";"CANCER GENE THER";"CANCER GENE THERAPY";"0929-1903";"Medicine, Research & Experimental";"Recherche Médicale";"SCIE";"QA"
"2420";"CANCER GENE THER";"CANCER GENE THERAPY";"0929-1903";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2421";"CANCER GENET-NY";"CANCER GENETICS";"2210-7762";"Genetics & Heredity";"Biologie Fondamentale";"SCIE";"KM"
"2422";"CANCER GENET-NY";"CANCER GENETICS";"2210-7762";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2423";"CANCER GENOM PROTEOM";"CANCER GENOMICS & PROTEOMICS";"1109-6535";"Genetics & Heredity";"Biologie Fondamentale";"SCIE";"KM"
"2424";"CANCER GENOM PROTEOM";"CANCER GENOMICS & PROTEOMICS";"1109-6535";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2425";"CANCER IMAGING";"CANCER IMAGING";"1470-7330";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2426";"CANCER IMAGING";"CANCER IMAGING";"1470-7330";"Radiology, Nuclear Medicine & Medical Imaging";"Recherche Médicale";"SCIE";"VY"
"2427";"CANCER IMMUNOL IMMUN";"CANCER IMMUNOLOGY IMMUNOTHERAPY";"0340-7004";"Immunology";"Recherche Médicale";"SCIE";"NI"
"2428";"CANCER IMMUNOL IMMUN";"CANCER IMMUNOLOGY IMMUNOTHERAPY";"0340-7004";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2429";"CANCER IMMUNOL RES";"CANCER IMMUNOLOGY RESEARCH";"2326-6066";"Immunology";"Recherche Médicale";"SCIE";"NI"
"2430";"CANCER IMMUNOL RES";"CANCER IMMUNOLOGY RESEARCH";"2326-6066";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2431";"CANCER INVEST";"CANCER INVESTIGATION";"0735-7907";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2432";"CANCER J";"CANCER JOURNAL";"1528-9117";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2433";"CANCER LETT";"CANCER LETTERS";"0304-3835";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2434";"CANCER MANAG RES";"CANCER MANAGEMENT AND RESEARCH";"1179-1322";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2435";"CANCER MED-US";"CANCER MEDICINE";"2045-7634";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2436";"CANCER METAST REV";"CANCER AND METASTASIS REVIEWS";"0167-7659";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2437";"CANCER MICROENVIRON";"CANCER MICROENVIRONMENT";"1875-2292";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2438";"CANCER NURS";"CANCER NURSING";"0162-220X";"Nursing";"Recherche Médicale";"SCIE";"RZ"
"2439";"CANCER NURS";"CANCER NURSING";"0162-220X";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2440";"CANCER PREV RES";"CANCER PREVENTION RESEARCH";"1940-6207";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2441";"CANCER RADIOTHER";"CANCER RADIOTHERAPIE";"1278-3218";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2442";"CANCER RADIOTHER";"CANCER RADIOTHERAPIE";"1278-3218";"Radiology, Nuclear Medicine & Medical Imaging";"Recherche Médicale";"SCIE";"VY"
"2443";"CANCER RES";"CANCER RESEARCH";"0008-5472";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2444";"CANCER RES TREAT";"CANCER RESEARCH AND TREATMENT";"1598-2998";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2445";"CANCER SCI";"CANCER SCIENCE";"1347-9032";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2446";"CANCER TREAT REV";"CANCER TREATMENT REVIEWS";"0305-7372";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2447";"CANCER-AM CANCER SOC";"CANCER";"0008-543X";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2448";"CANCERS";"CANCERS";"2072-6694";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2449";"CANDOLLEA";"CANDOLLEA";"0373-2967";"Plant Sciences";"Biologie Appliquée-Ecologie";"SCIE";"DE"
"2450";"CARBOHYD POLYM";"CARBOHYDRATE POLYMERS";"0144-8617";"Chemistry, Applied";"Chimie";"SCIE";"DW"
"2451";"CARBOHYD POLYM";"CARBOHYDRATE POLYMERS";"0144-8617";"Chemistry, Organic";"Chimie";"SCIE";"EE"
"2452";"CARBOHYD POLYM";"CARBOHYDRATE POLYMERS";"0144-8617";"Polymer Science";"Chimie";"SCIE";"UY"
"2453";"CARBOHYD RES";"CARBOHYDRATE RESEARCH";"0008-6215";"Biochemistry & Molecular Biology";"Biologie Fondamentale";"SCIE";"CQ"
"2454";"CARBOHYD RES";"CARBOHYDRATE RESEARCH";"0008-6215";"Chemistry, Applied";"Chimie";"SCIE";"DW"
"2455";"CARBOHYD RES";"CARBOHYDRATE RESEARCH";"0008-6215";"Chemistry, Organic";"Chimie";"SCIE";"EE"
"2456";"CARBON";"CARBON";"0008-6223";"Chemistry, Physical";"Chimie";"SCIE";"EI"
"2457";"CARBON";"CARBON";"0008-6223";"Materials Science, Multidisciplinary";"Chimie";"SCIE";"PM"
"2458";"CARBON BAL MANAGE";"CARBON BALANCE AND MANAGEMENT";"1750-0680";"Environmental Sciences";"Sciences de l'Univers";"SCIE";"JA"
"2459";"CARBON LETT";"CARBON LETTERS";"1976-4251";"Chemistry, Multidisciplinary";"Chimie";"SCIE";"DY"
"2460";"CARBON LETT";"CARBON LETTERS";"1976-4251";"Materials Science, Multidisciplinary";"Chimie";"SCIE";"PM"
"2461";"CARBON MANAG";"CARBON MANAGEMENT";"1758-3004";"Environmental Sciences";"Sciences de l'Univers";"SCIE";"JA"
"2462";"CARBONATE EVAPORITE";"CARBONATES AND EVAPORITES";"0891-2556";"Geology";"Sciences de l'Univers";"SCIE";"KY"
"2463";"CARCINOGENESIS";"CARCINOGENESIS";"0143-3334";"Oncology";"Recherche Médicale";"SCIE";"DM"
"2464";"CARDIOL CLIN";"CARDIOLOGY CLINICS";"0733-8651";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2465";"CARDIOL J";"CARDIOLOGY JOURNAL";"1897-5593";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2466";"CARDIOL RES PRACT";"CARDIOLOGY RESEARCH AND PRACTICE";"2090-8016";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2467";"CARDIOL REV";"CARDIOLOGY IN REVIEW";"1061-5377";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2468";"CARDIOL YOUNG";"CARDIOLOGY IN THE YOUNG";"1047-9511";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2469";"CARDIOL YOUNG";"CARDIOLOGY IN THE YOUNG";"1047-9511";"Pediatrics";"Recherche Médicale";"SCIE";"TQ"
"2470";"CARDIOLOGY";"CARDIOLOGY";"0008-6312";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2471";"CARDIORENAL MED";"CARDIORENAL MEDICINE";"1664-3828";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2472";"CARDIORENAL MED";"CARDIORENAL MEDICINE";"1664-3828";"Urology & Nephrology";"Recherche Médicale";"SCIE";"ZA"
"2473";"CARDIOVASC DIABETOL";"CARDIOVASCULAR DIABETOLOGY";"1475-2840";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2474";"CARDIOVASC DIABETOL";"CARDIOVASCULAR DIABETOLOGY";"1475-2840";"Endocrinology & Metabolism";"Recherche Médicale";"SCIE";"IA"
"2475";"CARDIOVASC DIAGN THE";"CARDIOVASCULAR DIAGNOSIS AND THERAPY";"2223-3652";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2476";"CARDIOVASC DRUG THER";"CARDIOVASCULAR DRUGS AND THERAPY";"0920-3206";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2477";"CARDIOVASC DRUG THER";"CARDIOVASCULAR DRUGS AND THERAPY";"0920-3206";"Pharmacology & Pharmacy";"Recherche Médicale";"SCIE";"TU"
"2478";"CARDIOVASC ENG TECHN";"CARDIOVASCULAR ENGINEERING AND TECHNOLOGY";"1869-408X";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2479";"CARDIOVASC ENG TECHN";"CARDIOVASCULAR ENGINEERING AND TECHNOLOGY";"1869-408X";"Engineering, Biomedical";"Biologie Fondamentale";"SCIE";"IG"
"2480";"CARDIOVASC INTER RAD";"CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY";"0174-1551";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2481";"CARDIOVASC INTER RAD";"CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY";"0174-1551";"Radiology, Nuclear Medicine & Medical Imaging";"Recherche Médicale";"SCIE";"VY"
"2482";"CARDIOVASC J AFR";"CARDIOVASCULAR JOURNAL OF AFRICA";"1995-1892";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2483";"CARDIOVASC PATHOL";"CARDIOVASCULAR PATHOLOGY";"1054-8807";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2484";"CARDIOVASC PATHOL";"CARDIOVASCULAR PATHOLOGY";"1054-8807";"Pathology";"Recherche Médicale";"SCIE";"TM"
"2485";"CARDIOVASC RES";"CARDIOVASCULAR RESEARCH";"0008-6363";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2486";"CARDIOVASC THER";"CARDIOVASCULAR THERAPEUTICS";"1755-5914";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2487";"CARDIOVASC THER";"CARDIOVASCULAR THERAPEUTICS";"1755-5914";"Pharmacology & Pharmacy";"Recherche Médicale";"SCIE";"TU"
"2488";"CARDIOVASC TOXICOL";"CARDIOVASCULAR TOXICOLOGY";"1530-7905";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2489";"CARDIOVASC TOXICOL";"CARDIOVASCULAR TOXICOLOGY";"1530-7905";"Toxicology";"Recherche Médicale";"SCIE";"YO"
"2490";"CARDIOVASC ULTRASOUN";"CARDIOVASCULAR ULTRASOUND";"1476-7120";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2491";"CARIES RES";"CARIES RESEARCH";"0008-6568";"Dentistry, Oral Surgery & Medicine";"Recherche Médicale";"SCIE";"FY"
"2492";"CARNETS GEOL";"CARNETS DE GEOLOGIE";"1634-0744";"Geology";"Sciences de l'Univers";"SCIE";"KY"
"2493";"CARNETS GEOL";"CARNETS DE GEOLOGIE";"1634-0744";"Paleontology";"Sciences de l'Univers";"SCIE";"TE"
"2494";"CARPATH J EARTH ENV";"CARPATHIAN JOURNAL OF EARTH AND ENVIRONMENTAL SCIENCES";"1842-4090";"Environmental Sciences";"Sciences de l'Univers";"SCIE";"JA"
"2495";"CARPATHIAN J MATH";"CARPATHIAN JOURNAL OF MATHEMATICS";"1584-2851";"Mathematics, Applied";"Mathématiques";"SCIE";"PN"
"2496";"CARPATHIAN J MATH";"CARPATHIAN JOURNAL OF MATHEMATICS";"1584-2851";"Mathematics";"Mathématiques";"SCIE";"PQ"
"2497";"CARTILAGE";"CARTILAGE";"1947-6035";"Orthopedics";"Recherche Médicale";"SCIE";"TC"
"2498";"CARYOLOGIA";"CARYOLOGIA";"0008-7114";"Genetics & Heredity";"Biologie Fondamentale";"SCIE";"KM"
"2499";"CARYOLOGIA";"CARYOLOGIA";"0008-7114";"Plant Sciences";"Biologie Appliquée-Ecologie";"SCIE";"DE"
"2500";"CASTANEA";"CASTANEA";"0008-7475";"Plant Sciences";"Biologie Appliquée-Ecologie";"SCIE";"DE"
"2501";"CATAL COMMUN";"CATALYSIS COMMUNICATIONS";"1566-7367";"Chemistry, Physical";"Chimie";"SCIE";"EI"
"2502";"CATAL LETT";"CATALYSIS LETTERS";"1011-372X";"Chemistry, Physical";"Chimie";"SCIE";"EI"
"2503";"CATAL REV";"CATALYSIS REVIEWS-SCIENCE AND ENGINEERING";"0161-4940";"Chemistry, Physical";"Chimie";"SCIE";"EI"
"2504";"CATAL SCI TECHNOL";"CATALYSIS SCIENCE & TECHNOLOGY";"2044-4753";"Chemistry, Physical";"Chimie";"SCIE";"EI"
"2505";"CATAL SURV ASIA";"CATALYSIS SURVEYS FROM ASIA";"1571-1013";"Chemistry, Physical";"Chimie";"SCIE";"EI"
"2506";"CATAL TODAY";"CATALYSIS TODAY";"0920-5861";"Chemistry, Applied";"Chimie";"SCIE";"DW"
"2507";"CATAL TODAY";"CATALYSIS TODAY";"0920-5861";"Chemistry, Physical";"Chimie";"SCIE";"EI"
"2508";"CATAL TODAY";"CATALYSIS TODAY";"0920-5861";"Engineering, Chemical";"Sciences pour l'Ingénieur";"SCIE";"II"
"2509";"CATALYSTS";"CATALYSTS";"2073-4344";"Chemistry, Physical";"Chimie";"SCIE";"EI"
"2510";"CATENA";"CATENA";"0341-8162";"Geosciences, Multidisciplinary";"Sciences de l'Univers";"SCIE";"LE"
"2511";"CATENA";"CATENA";"0341-8162";"Soil Science";"Biologie Appliquée-Ecologie";"SCIE";"XE"
"2512";"CATENA";"CATENA";"0341-8162";"Water Resources";"Sciences de l'Univers";"SCIE";"ZR"
"2513";"CATHETER CARDIO INTE";"CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS";"1522-1946";"Cardiac & Cardiovascular Systems";"Recherche Médicale";"SCIE";"DQ"
"2514";"CATTLE PRACT";"CATTLE PRACTICE";"0969-1251";"Veterinary Sciences";"Recherche Médicale";"SCIE";"ZC"
"2515";"CBE-LIFE SCI EDUC";"CBE-LIFE SCIENCES EDUCATION";"1931-7913";"Education, Scientific Disciplines";"Multidisciplinaire";"SCIE";"HB"
"2516";"CELEST MECH DYN ASTR";"CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY";"0923-2958";"Astronomy & Astrophysics";"Sciences de l'Univers";"SCIE";"BU"
"2517";"CELEST MECH DYN ASTR";"CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY";"0923-2958";"Mathematics, Interdisciplinary Applications";"Mathématiques";"SCIE";"PO"
"2518";"CELL";"CELL";"0092-8674";"Biochemistry & Molecular Biology";"Biologie Fondamentale";"SCIE";"CQ"
"2519";"CELL";"CELL";"0092-8674";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"2520";"CELL ADHES MIGR";"CELL ADHESION & MIGRATION";"****-****";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"2521";"CELL BIOCHEM BIOPHYS";"CELL BIOCHEMISTRY AND BIOPHYSICS";"1085-9195";"Biochemistry & Molecular Biology";"Biologie Fondamentale";"SCIE";"CQ"
"2522";"CELL BIOCHEM BIOPHYS";"CELL BIOCHEMISTRY AND BIOPHYSICS";"1085-9195";"Biophysics";"Biologie Fondamentale";"SCIE";"DA"
"2523";"CELL BIOCHEM BIOPHYS";"CELL BIOCHEMISTRY AND BIOPHYSICS";"1085-9195";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"2524";"CELL BIOCHEM FUNCT";"CELL BIOCHEMISTRY AND FUNCTION";"0263-6484";"Biochemistry & Molecular Biology";"Biologie Fondamentale";"SCIE";"CQ"
"2525";"CELL BIOCHEM FUNCT";"CELL BIOCHEMISTRY AND FUNCTION";"0263-6484";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"2526";"CELL BIOL INT";"CELL BIOLOGY INTERNATIONAL";"1065-6995";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"2527";"CELL BIOL TOXICOL";"CELL BIOLOGY AND TOXICOLOGY";"0742-2091";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"2528";"CELL BIOL TOXICOL";"CELL BIOLOGY AND TOXICOLOGY";"0742-2091";"Toxicology";"Recherche Médicale";"SCIE";"YO"
"2529";"CELL BIOSCI";"CELL AND BIOSCIENCE";"2045-3701";"Biochemistry & Molecular Biology";"Biologie Fondamentale";"SCIE";"CQ"
"2530";"CELL CALCIUM";"CELL CALCIUM";"0143-4160";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"2531";"CELL CHEM BIOL";"CELL CHEMICAL BIOLOGY";"2451-9448";"Biochemistry & Molecular Biology";"Biologie Fondamentale";"SCIE";"CQ"
"2532";"CELL CHEM TECHNOL";"CELLULOSE CHEMISTRY AND TECHNOLOGY";"0576-9787";"Materials Science, Paper & Wood";"Chimie";"SCIE";"PJ"
"2533";"CELL COMMUN ADHES";"CELL COMMUNICATION AND ADHESION";"1541-9061";"Biochemistry & Molecular Biology";"Biologie Fondamentale";"SCIE";"CQ"
"2534";"CELL COMMUN ADHES";"CELL COMMUNICATION AND ADHESION";"1541-9061";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"2535";"CELL COMMUN SIGNAL";"CELL COMMUNICATION AND SIGNALING";"1478-811X";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"2536";"CELL CYCLE";"CELL CYCLE";"1538-4101";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"2537";"CELL DEATH DIFFER";"CELL DEATH AND DIFFERENTIATION";"1350-9047";"Biochemistry & Molecular Biology";"Biologie Fondamentale";"SCIE";"CQ"
"2538";"CELL DEATH DIFFER";"CELL DEATH AND DIFFERENTIATION";"1350-9047";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"2539";"CELL DEATH DIS";"CELL DEATH & DISEASE";"2041-4889";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
