UNITE;NOM JOURNAL OU CONF;NOM ARTICLE;AUTEURS;ADRESSE;
 ;EUROPEAN JOURNAL OF CANCER;IBRUTINIB MONOTHERAPY FOR RELAPSE OR REFRACTORY PRIMARY CNS LYMPHOMA AND PRIMARY VITREORETINAL LYMPHOMA: FINAL ANALYSIS OF THE PHASE II 'PROOF-OF-CONCEPT' ILOC STUDY BY THE LYMPHOMA STUDY ASSOCIATION (LYSA) AND THE FRENCH OCULO-CEREBRAL LYMPHOMA (LOC) NETWORK;"GRESSIN, R.;";" CHU GRENOBLE, HEMATOL, GRENOBLE, FRANCE.; ";
 ;JOURNAL OF HEPATOLOGY;NEW SEQUENTIAL COMBINATIONS OF NON-INVASIVE FIBROSIS TESTS PROVIDE AN ACCURATE DIAGNOSIS OF ADVANCED FIBROSIS IN NAFLD;"LEROY, VINCENT; BARTHELON, JUSTINE; GERSTER, THEOPHILE; PELADE, LAURENCE";" CHU GRENOBLE ALPES, SERV HEPATOGASTROENTEROL, GRENOBLE, FRANCE.; ";
 ;JOURNAL OF NEUROLOGY;CHOLIC ACID AS A TREATMENT FOR CEREBROTENDINOUS XANTHOMATOSIS IN ADULTS;BESSON, GERARD;" CHU GRENOBLE, UNITE NEUROL GEN, POLE PSYCHIAT NEUROL & REEDUC NEUROL, SERV NEUROL, SITE NORD HOP ALBERT MICHALLON,BLVD CHANTOURNE, F-38043 GRENOBLE 9, FRANCE.; ";
 ;LANCET DIABETES & ENDOCRINOLOGY;EFFECTS OF ALIROCUMAB ON CARDIOVASCULAR AND METABOLIC OUTCOMES AFTER ACUTE CORONARY SYNDROME IN PATIENTS WITH OR WITHOUT DIABETES: A PRESPECIFIED ANALYSIS OF THE ODYSSEY OUTCOMES RANDOMISED CONTROLLED TRIAL;BARONE-ROCHETTE, GILLES;" CHU ALBERT MICHALLON, GRENOBLE, FRANCE.; ";
 ;NEUROGENETICS;9Q34.3 MICRODUPLICATIONS LEAD TO NEURODEVELOPMENTAL DISORDERS THROUGH EHMT1 OVEREXPRESSION;DEVILLARD, FRANCOISE;" CHU GRENOBLE ALPES, HOP COUPLE ENFANT, DEPT GENET & PROCREAT, F-38043 GRENOBLE, FRANCE.;";
 ;WORLD NEUROSURGERY;STEREOSCOPIC IMAGES FROM COMPUTED TOMOGRAPHY ANGIOGRARNS;LECHANOINE, FRANCOIS;" CHU GRENOBLE ALPES, NEUROSURG DEPT, GRENOBLE, FRANCE.; ";
 ;PHARMACOGENOMICS JOURNAL;A SINGLE NUCLEOTIDE POLYMORPHISM OF IL6-RECEPTOR IS ASSOCIATED WITH RESPONSE TO TOCILIZUMAB IN RHEUMATOID ARTHRITIS PATIENTS;GAUDIN, PHILIPPE;" CHU GRENOBLE, SERV RHUMATOL, HOP SUD, GRENOBLE, FRANCE.; ";
 ;TRANSPLANT INTERNATIONAL;EFFECTS OF IMMUNOADSORPTION COMBINED WITH MEMBRANE FILTRATION ON COMPLEMENT MARKERS - RESULTS OF A RANDOMIZED, CONTROLLED, CROSSOVER STUDY;"DEFENDI, FEDERICA; CESBRON, JEAN-YVES; DUMESTRE-PERARD, CHANTAL";" CTR HOSP UNIV CHU GRENOBLE ALPES, LAB IMMUNOL, GRENOBLE, FRANCE.; ";
 ;TRANSPLANT INTERNATIONAL;EFFECTS OF IMMUNOADSORPTION COMBINED WITH MEMBRANE FILTRATION ON COMPLEMENT MARKERS - RESULTS OF A RANDOMIZED, CONTROLLED, CROSSOVER STUDY;"MALVEZZI, PAOLO; ROSTAING, LIONEL";" CHU GRENOBLE ALPES, SERV NEPHROL HEMODIALYSE APHERESES & TRANSPLANTAT, CS 10217, GRENOBLE, FRANCE.; ";
 ;AMERICAN JOURNAL OF HUMAN GENETICS;DE NOVO HETEROZYGOUS POLR2A VARIANTS CAUSE A NEURODEVELOPMENTAL SYNDROME WITH PROFOUND INFANTILE-ONSET HYPOTONIA;THEVENON, JULIEN;" CHU GRENOBLE, DEPT GENET & REPROD, F-38700 GRENOBLE, FRANCE.; ";
 ;JOURNAL OF MEDICAL GENETICS;WHOLE GENOME PAIRED-END SEQUENCING ELUCIDATES FUNCTIONAL AND PHENOTYPIC CONSEQUENCES OF BALANCED CHROMOSOMAL REARRANGEMENT IN PATIENTS WITH DEVELOPMENTAL DISORDERS;"AMBLARD, FLORENCE; DEVILLARD, FRANCOISE; SATRE, VERONIQUE";" CHU GRENOBLE, LAB GENET CHROMOSOM, HOP COUPLE ENFANT, GRENOBLE, FRANCE.; ";
 ;JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY;CATHETER ABLATION OF ATRIAL FIBRILLATION IN PATIENTS WITH HEART FAILURE WITH REDUCED EJECTION FRACTION: REAL WORLD EXPERIENCE FROM SIX EUROPEAN CENTERS;DEFAYE, PASCAL;" CHU MICHALLON, UNITE RYTHMOL & STIMULAT CARDIAQUE, GRENOBLE, FRANCE.; ";
 ;AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY;ZINC DEFICIENCY PROMOTES ENDOTHELIN SECRETION AND ENDOTHELIAL CELL MIGRATION THROUGH NUCLEAR HYPOXIA-INDUCIBLE FACTOR-1 TRANSLOCATION;ARNAUD, JOSIANE;" CHUGA, BIOCHIM HORMONALE & NUTR, GRENOBLE, FRANCE.; ";
 ;ARCHIVES OF TOXICOLOGY;INFLUENCE OF EXPOSURE DOSE, COMPLEX MIXTURE, AND ULTRAVIOLET RADIATION ON SKIN ABSORPTION AND BIOACTIVATION OF POLYCYCLIC AROMATIC HYDROCARBONS EX VIVO;"PERSOONS, RENAUD; MAITRE, ANNE";" CHU GRENOBLE ALPES, LAB TOXICOL PROFESS & ENVIRONM, SERV BIOCHIM BIOL MOL TOXICOL ENVIRONM, IBP, F-38043 GRENOBLE 09, FRANCE.; ";
 ;ARCHIVES OF TOXICOLOGY;INFLUENCE OF EXPOSURE DOSE, COMPLEX MIXTURE, AND ULTRAVIOLET RADIATION ON SKIN ABSORPTION AND BIOACTIVATION OF POLYCYCLIC AROMATIC HYDROCARBONS EX VIVO;LECCIA, MARIE-THERESE;" CHU GRENOBLE ALPES, CLIN DERMATOL ALLERGOL & PHOTOBIOL, F-38043 GRENOBLE 09, FRANCE.;";
 ;NEUROCHIRURGIE;MANAGEMENT OF TUMORAL EPILEPSY IN MENINGIOMA SURGERY: REVIEW OF THE LITERATURE AND SURVEY OF FRENCH NATIONAL PRACTICES;"VERCUEIL, L.;";" CHU GRENOBLE, SERV NEUROL, F-38100 GRENOBLE, FRANCE.;";
 ;AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS;THE DIAGNOSTIC WORKUP IN A PATIENT WITH AMC: OVERVIEW OF THE CLINICAL EVALUATION AND PARACLINICAL ANALYSES WITH REVIEW OF THE LITERATURE;"DIETERICH, KLAUS; LE TANNO, PAULINE; JOUK, PIERRE-SIMON";" CHU GRENOBLE ALPES, DEPT MED GENET, GENET MED, GRENOBLE, FRANCE.; ";
 ;ARCHIVES OF CARDIOVASCULAR DISEASES;IMPLANTABLE CARDIOVERTER DEFIBRILLATOR THERAPY FOR PRIMARY PREVENTION OF SUDDEN CARDIAC DEATH IN THE REAL WORLD: MAIN FINDINGS FROM THE FRENCH MULTICENTRE DAI-PP PROGRAMME (PILOT PHASE);DEFAYE, PASCAL;" CHU GRENOBLE, F-38700 LA TRONCHE, FRANCE.; ";
 ;PARKINSONISM & RELATED DISORDERS;PROGRAMMING PARAMETERS OF SUBTHALAMIC DEEP BRAIN STIMULATORS IN PARKINSON'S DISEASE FROM A CONTROLLED TRIAL;FRAIX, VALERIE;" CHU GRENOBLE, HOP MICHALLON, SERV NEUROL, GRENOBLE, FRANCE.; ";
 ;INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY;COMMENT ON: AN INSIGHT INTO Z-DRUG ABUSE AND DEPENDENCE: AN EXAMINATION OF REPORTS TO THE EUROPEAN MEDICINES AGENCY DATABASE OF SUSPECTED ADVERSE DRUG REACTIONS;MALLARET, MICHEL;" CHU GRENOBLE, SERV PHARMACOL CLIN, CEIP ADDICTOVIGILANCE, GRENOBLE, FRANCE.; ";
 ;EXPERIMENTAL AND CLINICAL TRANSPLANTATION;SYSTEMATIC SCREENING USING LUMINEX FOR DE NOVO C3D FIXING OF CLASS II DONOR-SPECIFIC ANTIBODIES IS CORRELATED WITH LUMINEX MEAN FLUORESCENCE INTENSITY IN RENAL TRANSPLANT PATIENTS;"VILLEMAIRE, MORGANE; JOUVE, THOMAS; JANBON, BENEDICTE; TETAZ, RACHEL; ROSTAING, LIONEL; MALVEZZI, PAOLO";" CTR HOSP UNIV CHU GRENOBLE ALPES, SERV NEPHROL HEMODIALYSE APHERESES & TRANSPLANTAT, CS10217, F-38043 GRENOBLE, FRANCE.; ";
 ;EXPERIMENTAL AND CLINICAL TRANSPLANTATION;SYSTEMATIC SCREENING USING LUMINEX FOR DE NOVO C3D FIXING OF CLASS II DONOR-SPECIFIC ANTIBODIES IS CORRELATED WITH LUMINEX MEAN FLUORESCENCE INTENSITY IN RENAL TRANSPLANT PATIENTS;PINEL, NICOLE;" CTR HOSP UNIV CHU GRENOBLE ALPES, LAB ANAT PATHOL, GRENOBLE, FRANCE.; ";
 ;EXPERIMENTAL AND CLINICAL TRANSPLANTATION;SYSTEMATIC SCREENING USING LUMINEX FOR DE NOVO C3D FIXING OF CLASS II DONOR-SPECIFIC ANTIBODIES IS CORRELATED WITH LUMINEX MEAN FLUORESCENCE INTENSITY IN RENAL TRANSPLANT PATIENTS;TERRIER, NICOLAS;" CTR HOSP UNIV CHU GRENOBLE ALPES, CLIN UROL & TRANSPLANTAT RENALE, GRENOBLE, FRANCE.; ";
 ;JOURNAL OF INTERNAL MEDICINE;ANGIOEDEMA ASSOCIATED WITH THROMBOLYSIS FOR ISCHEMIC STROKE: ANALYSIS OF A CASE-CONTROL STUDY;"BOUILLET, L.;; BOCCON-GIBOD, I";" CHU GRENOBLE, MED INTERNE, CTR REFERENCE ANGIOEDEMES KININES CREAK, GRENOBLE, FRANCE.; ";
 ;JOURNAL OF INTERNAL MEDICINE;ANGIOEDEMA ASSOCIATED WITH THROMBOLYSIS FOR ISCHEMIC STROKE: ANALYSIS OF A CASE-CONTROL STUDY;"DETANTE, O.;";" CHU GRENOBLE, NEUROL, GRENOBLE, FRANCE.; ";
 ;JOURNAL OF CLINICAL ONCOLOGY;CYTOREDUCTIVE SURGERY WITH OR WITHOUT HYPERTHERMIC INTRAPERITONEAL CHEMOTHERAPY FOR GASTRIC CANCER WITH PERITONEAL METASTASES (CYTO-CHIP STUDY): A PROPENSITY SCORE ANALYSIS;ARVIEUX, CATHERINE;" CHU LA TRONCHE, LA TRONCHE, FRANCE.; ";
 ;JOURNAL OF CLINICAL ONCOLOGY;CYTOREDUCTIVE SURGERY WITH OR WITHOUT HYPERTHERMIC INTRAPERITONEAL CHEMOTHERAPY FOR GASTRIC CANCER WITH PERITONEAL METASTASES (CYTO-CHIP STUDY): A PROPENSITY SCORE ANALYSIS;ABBA, JULIO;" CHU GRENOBLE, GRENOBLE, FRANCE.; ";
 ;JOURNAL OF CLINICAL ONCOLOGY;CYTOREDUCTIVE SURGERY WITH OR WITHOUT HYPERTHERMIC INTRAPERITONEAL CHEMOTHERAPY FOR GASTRIC CANCER WITH PERITONEAL METASTASES (CYTO-CHIP STUDY): A PROPENSITY SCORE ANALYSIS;GOURDIOLE, PIERRE;" CHU ALBERT MICHALLON, GRENOBLE, FRANCE.; ";
 ;AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS;CENTRAL NERVOUS SYSTEM INVOLVEMENT IN ARTHROGRYPOSIS MULTIPLEX CONGENITA: OVERVIEW OF CAUSES, DIAGNOSIS, AND CARE;DIETERICH, KLAUS;" CHU GRENOBLE ALPES, GENET MED, GRENOBLE, FRANCE.; ";
 ;RESPIROLOGY;BIG DATA IN SLEEP APNOEA: OPPORTUNITIES AND CHALLENGES;"PEPIN, JEAN-LOUIS; BAILLY, SEBASTIEN; TAMISIER, RENAUD";" CHU GRENOBLE ALPES, EFCR LAB, GRENOBLE, FRANCE.;";
 ;ANNALS OF INTENSIVE CARE;DIAGNOSIS AND MANAGEMENT OF METABOLIC ACIDOSIS: GUIDELINES FROM A FRENCH EXPERT PANEL;TERZI, NICOLAS;" UNIV GRENOBLE, CHU GRENOBLE, SERV MED INTENS REANIMAT, GRENOBLE, FRANCE.; ";
 ;ANNALS OF INTENSIVE CARE;DIAGNOSIS AND MANAGEMENT OF METABOLIC ACIDOSIS: GUIDELINES FROM A FRENCH EXPERT PANEL;VIGLINO, DAMIEN;" CHU GRENOBLE ALPES, CS 10217, SERV URGENCES ADULTES, F-38043 GRENOBLE 09, FRANCE.; ";
 ;CLINICAL CANCER RESEARCH;PROGNOSTIC SCORE AND CYTOGENETIC RISK CLASSIFICATION FOR CHRONIC LYMPHOCYTIC LEUKEMIA PATIENTS: CENTER FOR INTERNATIONAL BLOOD AND MARROW TRANSPLANT RESEARCH REPORT;CAHN, JEAN-YVES;" CHU GRENOBLE ALPES, DEPT HEMATOL, GRENOBLE, FRANCE.; ";
 ;BMC PSYCHIATRY;CLINICAL GUIDELINES FOR THE MANAGEMENT OF TREATMENT-RESISTANT DEPRESSION: FRENCH RECOMMENDATIONS FROM EXPERTS, THE FRENCH ASSOCIATION FOR BIOLOGICAL PSYCHIATRY AND NEUROPSYCHOPHARMACOLOGY AND THE FONDATION FONDAMENTAL;"BOUGEROL, T.;; HOLTZMANN, J.;";" CHU GRENOBLE, HOP NORD, SERV PSYCHIAT ADULTE, CTR EXPERT DEPRESS RESISTANTE FONDAMENTAL,CS 1021, GRENOBLE, FRANCE.; ";
 ;EUROPEAN JOURNAL OF HUMAN GENETICS;LRSAM1 VARIANTS AND FOUNDER EFFECT IN FRENCH FAMILIES WITH ATAXIC FORM OF CHARCOT-MARIE-TOOTH TYPE 2;DIETERICH, KLAUS;" CHU GRENOBLE ALPES, HOP COUPLE ENFANT, SERV GENET CLIN, GRENOBLE, FRANCE.; ";
 ;EUROPEAN JOURNAL OF HUMAN GENETICS;LRSAM1 VARIANTS AND FOUNDER EFFECT IN FRENCH FAMILIES WITH ATAXIC FORM OF CHARCOT-MARIE-TOOTH TYPE 2;MALLARET, MARTIAL;" CHU GRENOBLE ALPES, CTR COMPETENCES MALAD NEURO MUSCULAIRES, GRENOBLE, FRANCE.; ";
 ;CLINICAL LUNG CANCER;SHORTER SURVIVAL IN MALIGNANT PLEURAL MESOTHELIOMA PATIENTS WITH HIGH PD-L1 EXPRESSION ASSOCIATED WITH SARCOMATOID OR BIPHASIC HISTOLOGY SUBTYPE: A SERIES OF 214 CASES FROM THE BIO-MAPS COHORT;MORO-SIBILOT, DENIS;" CHU GRENOBLE, POLE THORAX & VAISSEAUX, GRENOBLE, FRANCE.; ";
 ;WORLD NEUROSURGERY;DECOMPRESSIVE CRANIECTOMY IN CHILDREN WITH SEVERE TRAUMATIC BRAIN INJURY: A MULTICENTER RETROSPECTIVE STUDY AND LITERATURE REVIEW;"SEIGNEURET, ERIC S.;; WROBLESKI, ISABELLE S.;";" CHU GRENOBLE, SERV NEUROCHIRURG PEDIAT, GRENOBLE, FRANCE.; ";
 ;SLEEP AND BREATHING;SEX DIFFERENCES IN MANDIBULAR REPOSITIONING DEVICE THERAPY EFFECTIVENESS IN PATIENTS WITH OBSTRUCTIVE SLEEP APNEA SYNDROME;TAMISIER, RENAUD;" CHU GRENOBLE, PHYSIOL SOMMEIL & EXERCICE, GRENOBLE, FRANCE.; ";
 ;SLEEP AND BREATHING;SEX DIFFERENCES IN MANDIBULAR REPOSITIONING DEVICE THERAPY EFFECTIVENESS IN PATIENTS WITH OBSTRUCTIVE SLEEP APNEA SYNDROME;VERAIN, ALAIN;" CHU GRENOBLE, SERV ODONTOL, GRENOBLE, FRANCE.;";
 ;HAND SURGERY & REHABILITATION;FREE COMPOSITE MEDIAL FEMORAL TROCHLEA OSTEOCHONDRAL CUTANEOUS FLAP FOR WRIST SCAPHOID AND LUNATE CARTILAGE LESIONS: ADVANTAGES OF A SKIN PADDLE;"ARIBERT, M.;; CORCELLA, D.;; BOUYER, M.;";" CHU GRENOBLE, HOP A MICHALLON, SERV CHIRURG MAIN & BRULES, AVE MARQUIS DE GRESIVAUDAN,CS 10217, F-38043 GRENOBLE 09, FRANCE.;";
 ;EUROPEAN JOURNAL OF INTERNAL MEDICINE;HEREDITARY ANGIOEDEMA, EMERGENCY MANAGEMENT OF ATTACKS BY A CALL CENTER;"BOUILLET, LAURENCE; BOCCON-GIBOD, ISABELLE";" CHU GRENOBLE, MED INTERNE, CTR REFERENCE ANGIOEDEMES KININES CREAK, F-38043 GRENOBLE, FRANCE.; ";
 ;INTERNATIONAL UROLOGY AND NEPHROLOGY;TREATMENT OF HEPATITIS C INFECTION AMONG EGYPTIAN HEMODIALYSIS PATIENTS: THE DREAM BECOMES A REALITY;ROSTAING, LIONEL;" CHU GRENOBLE ALPES, SERV NEPHROL DIALYSE APHERESES & TRANSPLANTAT REN, CS 10217, F-38043 GRENOBLE 09, FRANCE.; ";
 ;LANCET HAEMATOLOGY;OBINUTUZUMAB AND IBRUTINIB INDUCTION THERAPY FOLLOWED BY A MINIMAL RESIDUAL DISEASE-DRIVEN STRATEGY IN PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKAEMIA (ICLL07 FILO): A SINGLE-ARM, MULTICENTRE, PHASE 2 TRIAL;PEGOURIE, BRIGITTE;" CHU GRENOBLE, DEPT HEMATOL, GRENOBLE, FRANCE.; ";
 ;THROMBOSIS AND HAEMOSTASIS;PREDICTORS FOR RESIDUAL PULMONARY VASCULAR OBSTRUCTION AFTER UNPROVOKED PULMONARY EMBOLISM: IMPLICATIONS FOR CLINICAL PRACTICE-THE PADIS-PE TRIAL;PERNOD, GILLES;" UNIV GRENOBLE 1, CHU GRENOBLE, DEPT MED VASC, GRENOBLE, FRANCE.; ";
 ;ORTHOPAEDICS & TRAUMATOLOGY-SURGERY & RESEARCH;USE OF MORSELIZED ALLOGRAFTS FOR ACETABULAR RECONSTRUCTION DURING THA REVISION: FRENCH MULTICENTER STUDY OF 508 CASES WITH 8 YEARS' AVERAGE FOLLOW-UP;ROUCHY, RENE-CHRISTOPHER;" CHU GRENOBLE, HOP SUD, SERV CHIRURG ORTHOPED & TRAUMATOL SPORT, URGENCES, 19 AVE KIMBERLEY, F-38130 ECHIROLLES, FRANCE.; ";
 ;BULLETIN DU CANCER;UNDERSTANDING LOWER GYNAECOLOGICAL CANCER CONSULTATION DELAY AND HELP-SEEKING BEHAVIOR IN PATIENTS OVER 65;BOUATI, NOUREDDINE;" CHU GRENOBLE ALPES, MED GERIATR B, PAVILLON ELISEE CHATIN,CS 10217, F-38043 GRENOBLE 9, FRANCE.; ";
 ;JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM;WHY WE SHOULD STILL TREAT BY NEUROSURGERY PATIENTS WITH CUSHING DISEASE AND A NORMAL OR INCONCLUSIVE PITUITARY MRI;"CRISTANTE, JUSTINE; CHABRE, OLIVIER";" CHU GRENOBLE ALPES, ENDOCRINOL UNIT, CS 10217, F-38043 GRENOBLE, FRANCE.; ";
 ;JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM;WHY WE SHOULD STILL TREAT BY NEUROSURGERY PATIENTS WITH CUSHING DISEASE AND A NORMAL OR INCONCLUSIVE PITUITARY MRI;STURM, NATHALIE;" CHU GRENOBLE ALPES, ANAT & PATHOL DEPT, F-38043 GRENOBLE, FRANCE.; ";
 ;JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM;WHY WE SHOULD STILL TREAT BY NEUROSURGERY PATIENTS WITH CUSHING DISEASE AND A NORMAL OR INCONCLUSIVE PITUITARY MRI;"PASSAGIA, JEAN GUY; GAY, EMMANUEL";" CHU GRENOBLE ALPES, NEUROSURG UNIT, F-38043 GRENOBLE, FRANCE.; ";
 ;JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM;WHY WE SHOULD STILL TREAT BY NEUROSURGERY PATIENTS WITH CUSHING DISEASE AND A NORMAL OR INCONCLUSIVE PITUITARY MRI;GAUCHEZ, ANNE SOPHIE;" CHU GRENOBLE ALPES, HORMONAL BIOCHEM UNIT, F-38043 GRENOBLE, FRANCE.; ";
 ;JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM;WHY WE SHOULD STILL TREAT BY NEUROSURGERY PATIENTS WITH CUSHING DISEASE AND A NORMAL OR INCONCLUSIVE PITUITARY MRI;TAHON, FLORENCE;" CHU GRENOBLE ALPES, NEURORADIOL UNIT, F-38043 GRENOBLE, FRANCE.;";
 ;ULTRASOUND IN OBSTETRICS & GYNECOLOGY;PRENATAL NATURAL HISTORY OF CONGENITAL PULMONARY MALFORMATIONS: MALFPULM POPULATION-BASED COHORT STUDY;"THONG-VANH, C.;";" CHU GRENOBLE, SERV OBSTETR, GRENOBLE, FRANCE.; ";
 ;ULTRASOUND IN OBSTETRICS & GYNECOLOGY;PRENATAL NATURAL HISTORY OF CONGENITAL PULMONARY MALFORMATIONS: MALFPULM POPULATION-BASED COHORT STUDY;"PIOLAT, C.;";" CHU GRENOBLE, PEDIAT SURG, GRENOBLE, FRANCE.; ";
 ;GENETICS IN MEDICINE;BIALLELIC PATHOGENIC VARIANTS IN THE LANOSTEROL SYNTHASE GENE LSS INVOLVED IN THE CHOLESTEROL BIOSYNTHESIS CAUSE ALOPECIA WITH INTELLECTUAL DISABILITY, A RARE RECESSIVE NEUROECTODERMAL SYNDROME;THEVENON, JULIEN;" CHU GRENOBLE ALPES, HOP COUPLE ENFANT, CTR GENET, LA TRONCHE, FRANCE.; ";
 ;EUROPEAN ANNALS OF OTORHINOLARYNGOLOGY-HEAD AND NECK DISEASES;GUIDELINES OF THE FRENCH SOCIETY OF OTORHINOLARYNGOLOGY (SFORL): NONSTEROIDAL ANTI-INFLAMMATORY DRUGS (NSAIDS) AND PEDIATRIC ENT INFECTIONS. SHORT VERSION;STAHL, J-P;" CHU GRENOBLE, SERV INFECTIOL, F-38700 GRENOBLE, FRANCE.; ";
 ;REVUE NEUROLOGIQUE;MANAGEMENT OF INFECTIOUS ENCEPHALITIS IN ADULTS: HIGHLIGHTS FROM THE FRENCH GUIDELINES (SHORT VERSION);STAHL, J-P;" CHU GRENOBLE ALPES, F-38700 LA TRONCHE, FRANCE.;";
 ;REVUE NEUROLOGIQUE;UPDATE ON HSV AND VZV INFECTIONS OF THE BRAIN;"STAHL, J.; P.;";" CHU GRENOBLE ALPES, INFECTIOL, F-38043 GRENOBLE, FRANCE.;";
 ;JOURNAL OF NEURO-ONCOLOGY;MODERATE HYPOTHERMIA INHIBITS BOTH PROLIFERATION AND MIGRATION OF HUMAN GLIOBLASTOMA CELLS;CHABARDES, STEPHAN;" CHU GRENOBLE ALPES, NEUROSURG DEPT, F-38000 GRENOBLE, FRANCE.; ";
 ;TRANSPLANTATION PROCEEDINGS;IMPACT OF ADOPTING ROUTINE LUMINEX-BASED PRETRANSPLANT ASSESSMENT OF HLA ANTIBODIES ON CLINICAL PRACTICE AND OUTCOMES IN KIDNEY TRANSPLANTATION;"ROSTAING, L.;; MALVEZZI, P.;";" CHU GRENOBLE ALPES, SERV NEPHROL HEMODIALYSE APHERESES & TRANSPLANTAT, GRENOBLE, FRANCE.; ";
 ;HEPATOLOGY;HUMAN IMMUNODEFICIENCY VIRUS/HEPATITIS C VIRUS (HCV) CO-INFECTED PATIENTS WITH CIRRHOSIS ARE NO LONGER AT HIGHER RISK FOR HEPATOCELLULAR CARCINOMA OR END-STAGE LIVER DISEASE AS COMPARED TO HCV MONO-INFECTED PATIENTS;"ZARSKI, J.; P.;";" CHU MICHALLON, GRENOBLE, FRANCE.; ";
 ;PHYSICA MEDICA-EUROPEAN JOURNAL OF MEDICAL PHYSICS;FILM DOSIMETRY STUDIES FOR PATIENT SPECIFIC QUALITY ASSURANCE IN MICROBEAM RADIATION THERAPY;"KEFS, SAMY; GIRAUD, JEAN-YVES; BALOSSO, JACQUES; ADAM, JEAN-FRANCOIS";" GRENOBLE ALPER UNIV HOSP CHU GA, GRENOBLE, FRANCE.;";
 ;CYTOMETRY PART A;STANDARDIZATION OF FLOW CYTOMETRIC IMMUNOPHENOTYPING FOR HEMATOLOGICAL MALIGNANCIES: THE FRANCEFLOW GROUP EXPERIENCE;JACOB, MARIE-CHRISTINE;" CHU GRENOBLE, IMMUNOL, GRENOBLE, FRANCE.; ";
 ;EUROPEAN RESPIRATORY JOURNAL;SENSITISATION TO STAPHYLOCOCCAL ENTEROTOXINS AND ASTHMA SEVERITY: A LONGITUDINAL STUDY IN THE EGEA COHORT;PISON, CHRISTOPHE;" CHU GRENOBLE, INSERM 1055, POLE THORAX & VAISSEAUX, CLIN UNIV PNEUMOL, GRENOBLE, FRANCE.; ";
 ;BIOLOGY OF BLOOD AND MARROW TRANSPLANTATION;INFERIOR OUTCOMES WITH CYCLOSPORINE AND MYCOPHENOLATE MOFETIL AFTER MYELOABLATIVE ALLOGENEIC HEMATOPOIETIC CELL TRANSPLANTATION;CAHN, JEAN-YVES;" CHU GRENOBLE ALPES, DEPT HEMATOL, GRENOBLE, FRANCE.; ";
 ;BIOLOGY OF BLOOD AND MARROW TRANSPLANTATION;OUTCOMES OF SALVAGE HAPLOIDENTICAL TRANSPLANT WITH POST-TRANSPLANT CYCLOPHOSPHAMIDE FOR RESCUING GRAFT FAILURE PATIENTS: A REPORT ON BEHALF OF THE FRANCOPHONE SOCIETY OF BONE MARROW TRANSPLANTATION AND CELLULAR THERAPY;BULABOIS, CLAUDE-ERIC;" CHU GRENOBLE, DEPT HEMATOL, GRENOBLE, FRANCE.; ";
 ;BIOLOGY OF BLOOD AND MARROW TRANSPLANTATION;IMPACT OF T CELL DOSE ON OUTCOME OF T CELL-REPLETE HLA-MATCHED ALLOGENEIC PERIPHERAL BLOOD STEM CELL TRANSPLANTATION;CAHN, JEAN -YVES;" CHU GRENOBLE ALPES, DEPT HEMATOL, GRENOBLE, FRANCE.; ";
 ;EUROPEAN HEART JOURNAL;EFFECTS OF ALIROCUMAB ON TYPES OF MYOCARDIAL INFARCTION: INSIGHTS FROM THE ODYSSEY OUTCOMES TRIAL;BARONE-ROCHETTE, GILLES;" CHU ALBERT MICHALLON, GRENOBLE, FRANCE.; ";
 ;EUROPACE;PREDICTION OF VENTRICULAR ARRHYTHMIAS IN PATIENTS WITH A SPONTANEOUS BRUGADA TYPE 1 PATTERN: THE KEY IS IN THE ELECTROCARDIOGRAM;"DEFAYE, PASCAL; CARABELLI, ADRIEN";" CHU GRENOBLE, SERV RYTHMOL, DEPT CARDIOL, GRENOBLE, FRANCE.; ";
 ;RHEUMATOLOGY;CALPROTECTIN DISCRIMINATES SEPTIC ARTHRITIS FROM PSEUDOGOUT AND RHEUMATOID ARTHRITIS;"TROCME, CANDICE; TOUSSAINT, BERTRAND";" CHU GRENOBLE ALPES, LAB BIOCHIM ENZYMES & PROT, GRENOBLE, FRANCE.; ";
 ;RHEUMATOLOGY;CALPROTECTIN DISCRIMINATES SEPTIC ARTHRITIS FROM PSEUDOGOUT AND RHEUMATOID ARTHRITIS;EPAULARD, OLIVIER;" CHU GRENOBLE ALPES, INFECT DIS UNIT, GRENOBLE, FRANCE.; ";
 ;JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY;ALIROCUMAB IN PATIENTS WITH POLYVASCULAR DISEASE AND RECENT ACUTE CORONARY SYNDROME ODYSSEY OUTCOMES TRIAL;BARONE-ROCHETTE, GILLES;" CHU ALBERT MICHALLON, GRENOBLE, FRANCE.; ";
