UNITE;NOM JOURNAL OU CONF;NOM ARTICLE;AUTEURS;ADRESSE
;ALLERGY;REAL-LIFE STUDY OF PATIENTS TREATED WITH OMALIZUMAB IN CHRONIC SPONTANEOUS URTICARIA IN FRANCE: ONE-YEAR FINAL RESULTS OF LUCIOL STUDY;"BOUILLET, L.;";" CHU GRENOBLE ALPES, SERV MED INTERNE, GRENOBLE, FRANCE.; "
;ANAESTHESIA CRITICAL CARE & PAIN MEDICINE;ACUTE KIDNEY INJURY AND SEVERE TRAUMA: A COMPLEX INTERPLAY;BOUZAT, PIERRE;" CHU GRENOBLE ALPES, SERV ANESTHESIE REANIMAT, GRENOBLE, FRANCE.;"
;TRANSPLANT INTERNATIONAL;WHERE DO WE STAND IN 2020 REGARDING INDUCTION THERAPY AFTER KIDNEY TRANSPLANTATION?;"ROSTAING, LIONEL; MALVEZZI, PAOLO";" CHU GRENOBLE ALPES, SERV NEPHROL HEMODIALYSE APHERESES & TRANSPLANTAT, CS 10217, F-38043 GRENOBLE 09, FRANCE.; "
;MEDECINE ET MALADIES INFECTIEUSES;GUIDELINES FOR THE MANAGEMENT OF ACCIDENTAL EXPOSURE TO BRUCELLA IN A COUNTRY WITH NO CASE OF BRUCELLOSIS IN RUMINANT ANIMALS;"STAHL, J.; P.;";" CHU GRENOBLE ALPES, INFECTIOL, F-38043 GRENOBLE, FRANCE.; "
;ANNALS OF THE RHEUMATIC DISEASES;RESPONSE TO: 'RESPONSE TO: 'ALCOHOL IS NOT THE MISSING LINK BETWEEN PORPHYROMONAS GINGIVALIS RELATED PERIODONTITIS AND RADIOLOGIC PROGRESSION IN EARLY RHEUMATOID ARTHRITIS' BY HILLION ET AL' BY MAROTTE AND PAUL;BELLIER, ALEXANDRE;" CHU GRENOBLE ALPES, UNITE QUAL & EVALUAT MED, GRENOBLE, FRANCE.; "
;JOURNAL OF SLEEP RESEARCH;PITOLISANT EVALUATION IN OBSTRUCTIVE SLEEP APNEA PATIENTS TREATED BY NASAL CONTINUOUS POSITIVE AIRWAY PRESSURE BUT STILL COMPLAINING OF EXCESSIVE DAYTIME SLEEPINESS;"LEVY, P.;";" CHU MICHALLON, POLE THORAX & VAISSEAUX PHYSIOL SOMMEIL & EXERCIC, GRENOBLE, FRANCE.; "
;BRAIN STIMULATION;TREATMENT OF PUDENDAL NEURALGIA BY HIGH-FREQUENCY RTMS OF THE MEDIAL WALL OF MOTOR CORTEX BILATERALLY USING AN ANGLED FIGURE-OF-EIGHT COIL;"HODAJ, HASAN; PAYEN, JEAN-FRANCOIS; DUMOLARD, ANNE";" CHU GRENOBLE ALPES, POLE ANESTHESIE REANIMAT, CTR LA DOULEUR, F-38000 GRENOBLE, FRANCE.; "
;ANNALS OF ONCOLOGY;NIVOLUMAB TREATMENT IN ADVANCED NON-SMALL CELL LUNG CANCER (ANSCLC): REAL-WORLD 3-YEAR OUTCOMES WITHIN OVERALL AND SPECIAL POPULATIONS (THE UNIVOC STUDY);"LEVRA, M.; GIAJ";" CHU GRENOBLE ALPES, SITE NORD LA TRONCHE, PULMONOL, LA TRONCHE, TO, FRANCE.; "
;ANNALS OF ONCOLOGY;LORLATINIB FOR ADVANCED ALK PLUS NON-SMALL CELL LUNG CANCER (NSCLC): EFFICACY AND SAFETY DATA FROM IFCT-1803 LORLATU EXPANDED ACCESS PROGRAM (EAP) COHORT;"MORO-SIBILOT, D.;";" CHU GRENOBLE, HOP MICHALLON, THORAC ONCOL, LA TRONCHE, FRANCE.; "
;ANNALS OF ONCOLOGY;DURVALUMAB (D) COMPARED TO MAINTENANCE CHEMOTHERAPY (SOC) IN PATIENTS (PTS) WITH METASTATIC NON-SMALL CELL LUNG CANCER (NSCLC): RESULTS FROM THE RANDOMIZED SAFIR02 LUNG-IMMUNO TRIAL;"MORO-SIBILOT, D.;";" CHU GRENOBLE, HOP MICHALLON, THORAC ONCOL, LA TRONCHE, FRANCE.; "
;ANNALS OF ONCOLOGY;LONG-TERM SURVIVAL AND HEALTH-RELATED QUALITY OF LIFE IN PATIENTS TREATED WITH NIVOLUMAB FOR ADVANCED NON-SMALL CELL LUNG CANCER: A WIDE PROSPECTIVE FRENCH REAL-WORLD STUDY (EVIDENS);"MORO-SIBILOT, D.;";" CHU GRENOBLE, DEPT PULMONOL, HOP MICHALLON, GRENOBLE, FRANCE.; "
;ANNALS OF ONCOLOGY;DISCONTINUATION OF ICIS ABOVE 18 MONTHS OF TREATMENT IN REAL-LIFE PATIENTS WITH NSCLC: A MULTICENTRIC RETROSPECTIVE STUDY;"LEVRA, M.; GIAJ";" CHU GRENOBLE ALPES, SITE NORD LA TRONCHE, PULMONOL, LA TRONCHE, FRANCE.; "
;ANNALS OF ONCOLOGY;LORLATINIB FOR ADVANCED ROS1+NON-SMALL CELL LUNG CANCER (NSCLC): EFFICACY AND SAFETY DATA FROM IFCT-1803 LORLATU EXPANDED ACCESS PROGRAM (EAP) COHORT;"MORO-SIBILOT, D.;";" CHU GRENOBLE, HOP MICHALLON, THORAC ONCOL, LA TRONCHE, FRANCE.; "
;ANNALS OF ONCOLOGY;MORTALITY PREDICTION IN REAL WORLD ADVANCED MELANOMA PATIENTS TREATED BY ANTI-PD1 WITHIN MELBASE, A FRENCH MULTICENTRIC PROSPECTIVE COHORT;"LECCIA, M-T.;";" CHU ALBERT MICHALON, DERMATOL, GRENOBLE, FRANCE.; "
;REVUE DE MEDECINE INTERNE;WEIGHT LOSS AND CERVICAL MASS IN A 50 YEAR-OLD MAN;"DEROUX, A.;";" CHU GRENOBLE, SERV MED INTERNE, AVE MAQUIS GRESIVAUDAN, F-38700 LA TRONCHE, FRANCE.;"
;EUROPEAN RESPIRATORY JOURNAL;COMPARISON OF LOW-DOSE CT IMAGE REGISTRATION-BASED METRICS OF REGIONAL VENTILATION DISTRIBUTION WITH GLOBAL LUNG FUNCTION AND DIFFUSION CAPACITY IN COPD PATIENTS;"BAYAT, SAM; BAILLY, SEBASTIEN; DEGANO, BRUNO; TAMISIER, RENAUD; PEPIN, JEAN-LOUIS";" CHU GRENOBLE, DEPT PULMONOL, GRENOBLE, FRANCE.; "
;EUROPEAN RESPIRATORY JOURNAL;COMPARISON OF LOW-DOSE CT IMAGE REGISTRATION-BASED METRICS OF REGIONAL VENTILATION DISTRIBUTION WITH GLOBAL LUNG FUNCTION AND DIFFUSION CAPACITY IN COPD PATIENTS;"FERRETTI, GILBERT R.;";" CHU GRENOBLE, DEPT RADIOL, GRENOBLE, FRANCE.;"
;EUROPEAN RESPIRATORY JOURNAL;ASSOCIATIONS BETWEEN ALLERGEN-SPECIFIC IGE SENSITIZATION AND HLA CLASS II ALLELES IN THE EGEA COHORT;"PIN, ISABELLE; PISON, CHRISTOPHE";" CHU GRENOBLE ALPES, GRENOBLE, FRANCE.;"
;EUROPEAN RESPIRATORY JOURNAL;A NOVEL APPROACH FOR AUTOMATED ALVEOLAR MORPHOMETRY USING SYNCHROTRON X-RAY MICROTOMOGRAPHY IN INTACT RAT LUNG;BAYAT, SAM;" CHU GRENOBLE, GRENOBLE, FRANCE.; "
;EUROPEAN RESPIRATORY JOURNAL;TARGETED LUNG DENERVATION IN PATIENTS WITH MODERATE TO SEVERE COPD: AIRFLOW-2 CROSSOVER PATIENT OUTCOMES;PISON, CHRISTOPHE;" CHU GRENOBLE, HOP MICHALLONANDSTEINER, INST LUNG RES & PULM ONCOL, GRENOBLE, FRANCE.; "
;EUROPEAN RESPIRATORY JOURNAL;ASSOCIATIONS BETWEEN OSCILLOMETRY PARAMETERS AND RESPIRATORY OUTCOMES IN YOUNG CHILDREN: THE SEPAGES COHORT;PIN, ISABELLE;" CHU GRENOBLE ALPES, PEDIAT, GRENOBLE, FRANCE.; "
;PEDIATRIC BLOOD & CANCER;PRECISION MEDICINE AT ITS BEST: PROLONGED SURVIVAL IN A CHILD PRESENTING A SECONDARY MESOTHELIOMA TREATED WITH CRIZOTINIB;"PETIT, AUDREY; PLANTAZ, DOMINIQUE";" CHU GRENOBLE, DEPT PEDIAT, LA TRONCHE, FRANCE.; "
;PEDIATRIC BLOOD & CANCER;PRECISION MEDICINE AT ITS BEST: PROLONGED SURVIVAL IN A CHILD PRESENTING A SECONDARY MESOTHELIOMA TREATED WITH CRIZOTINIB;"MC LEER, ANNE; MONDET, JULIE; SARTELET, HERVE";" CHU GRENOBLE ALPES, POLE BIOL & PATHOL, SERV ANAT & CYTOL PATHOL, LA TRONCHE, FRANCE.; "
;PEDIATRIC BLOOD & CANCER;PRECISION MEDICINE AT ITS BEST: PROLONGED SURVIVAL IN A CHILD PRESENTING A SECONDARY MESOTHELIOMA TREATED WITH CRIZOTINIB;PIOLAT, CHRISTIAN;" CHU GRENOBLE, DEPT CHIRURG PEDIAT, LA TRONCHE, FRANCE.; "
;PEDIATRIC BLOOD & CANCER;PRECISION MEDICINE AT ITS BEST: PROLONGED SURVIVAL IN A CHILD PRESENTING A SECONDARY MESOTHELIOMA TREATED WITH CRIZOTINIB;DURAND, CHANTAL;" CHU GRENOBLE, DEPT RADIOL PEDIAT, LA TRONCHE, FRANCE.; "
;PEDIATRIC BLOOD & CANCER;PRECISION MEDICINE AT ITS BEST: PROLONGED SURVIVAL IN A CHILD PRESENTING A SECONDARY MESOTHELIOMA TREATED WITH CRIZOTINIB;MORO-SIBILOT, DENIS;" CHU GRENOBLE, SERV HOSP UNIV PHYSIOL & PNEUMOL, LA TRONCHE, FRANCE.; "
;JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY;OUTCOME AND CLINICOPHENOTYPICAL FEATURES OF ACUTE LYMPHOBLASTIC LEUKEMIA/LYMPHOBLASTIC LYMPHOMA WITH CUTANEOUS INVOLVEMENT: A MULTICENTER CASE SERIES;TEMPLIER, ISABELLE;" CHU GRENOBLE, DEPT DERMATOL, GRENOBLE, FRANCE.; "
;SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS;ENVIRONMENTAL FACTORS AND SEVERE PEDIATRIC TRAUMA FOLLOWING WINTER SLIDING SPORT INJURIES;"BASSO, AMELIE; MAISONNEUVE, EMILIEN; MORTAMET, GUILLAUME";" CHU GRENOBLE ALPES, PEDIAT INTENS CARE UNIT, LA TRONCHE, FRANCE.; "
;JOINT BONE SPINE;AGREEMENT WITH THE FRENCH 2019 RECOMMENDATIONS ON TREATMENT ADHERENCE IN RHEUMATIC DISEASES AMONG 357 HEALTH PROFESSIONALS;GAUDIN, PHILIPPE;" CHU GRENOBLE ALPES HOP SUD, DEPT RHEUMATOL, F-38434 ECHIROLLES, FRANCE.; "
;NEUROMUSCULAR DISORDERS;ASYMMETRIC MUSCLE WEAKNESS DUE TO ACTA1 MOSAIC MUTATIONS;"MONNIER, N.;";" CHU GRENOBLE ALPES, GRENOBLE, FRANCE.; "
;DIGESTIVE AND LIVER DISEASE;THE ECONOMIC COST AND HEALTH BURDEN OF NON-ALCOHOLIC STEATOHEPATITIS IN THE EU5 COUNTRIES;"LEROY, V.;";" CHU GRENOBLE, GRENOBLE, FRANCE.; "
;ARCHIVES DE PEDIATRIE;CAN INFANTS TRAVEL SAFELY TO MOUNTAIN RESORTS?;"HULLO, E.;";" CHU GRENOBLE ALPES, PEDIAT DEPT, F-38700 LA TRONCHE, FRANCE.;"
;REVUE DES MALADIES RESPIRATOIRES;GROWING ROLE OF PATIENTS IN FRENCH HEALTH DEMOCRACY;"PEPIN, J.; -L.;; PISON, C.;";" CHU GRENOBLE ALPES, SERV HOSP UNIV PNEUMOL, POLE THORAX & VAISSEAUX, GRENOBLE, FRANCE.; "
;ARTHRITIS & RHEUMATOLOGY;NEW-ONSET INFLAMMATORY BOWEL DISEASES AMONG IL-17 INHIBITORS-TREATED PATIENTS: RESULTS FROM THE CASE-CONTROL MISSIL STUDY;GAUDIN, PHILIPPE;" CHU GRENOBLE, DEPT RHEUMATOL, GRENOBLE, FRANCE.; "
;ARTHRITIS & RHEUMATOLOGY;CLUSTER-RANDOMIZED PRAGMATIC CLINICAL TRIAL EVALUATING THE POTENTIAL BENEFIT OF A TIGHT-CONTROL AND TREAT-TO-TARGET STRATEGY IN AXIAL SPONDYLOARTHRITIS: THE RESULTS OF THE TICOSPA TRIAL;BAILLET, ATHAN;" CHU GRENOBLE, ECHIROLLES, FRANCE.; "
;ARTHRITIS & RHEUMATOLOGY;RISK OF RELAPSE OF ANCA-ASSOCIATED VASCULITIS IN PATIENTS OF 75 YEARS AND OLDER: A RETROSPECTIVE STUDY;CARRON, PIERRE-LOUIS;" CHU GRENOBLE ALPES, DEPT NEPHROL DIALYSIS TRANSPLANTAT, GRENOBLES, FRANCE.; "
;BRITISH JOURNAL OF DERMATOLOGY;LOCOREGIONAL NODAL EXTENSION DOES NOT IMPAIR PROGNOSIS OF PRIMARY CUTANEOUS ANAPLASTIC LYMPHOMAS;"TEMPLIER, I.;";" CHU GRENOBLE, DEPT DERMATOL, GRENOBLE, FRANCE.; "
;JOURNAL OF HEPATOLOGY;PORTOPULMONARY HYPERTENSION IN THE CURRENT ERA OF PULMONARY HYPERTENSIONMANAGEMENT (VOL 73, PG 130, 2020);BOUVAIST, HELENE;" CHU GRENOBLE ALPES, HOP LA TRONCHE, SERV CARDIOL, GRENOBLE, FRANCE.; "
;ANNALS OF TRANSLATIONAL MEDICINE;LENVATINIB IN ELDERLY HEPATOCELLULAR CARCINOMA PATIENTS, A NEW THERAPEUTIC OPTION IN FIRST LINE;"ROTH, GAEL S.;; BRUSSET, BLEUENN; DECAENS, THOMAS";" CHU GRENOBLE, POLE DIGIDUNE, CLIN UNIV HEPATOGASTROENTEROL, GRENOBLE, FRANCE.; "
;GYNECOLOGIE OBSTETRIQUE FERTILITE & SENOLOGIE;TECHNICAL TIP FACILITATING LAPAROSCOPIC EXTRACORPOREAL SUTURE (WITH VIDEO);"MICHY, T.;";" CHU GRENOBLE ALPES, HOP COUPLE ENFANT, SERV GYNECOL OBSTET, LA TRONCHE, FRANCE.; "
;MEDECINE NUCLEAIRE-IMAGERIE FONCTIONNELLE ET METABOLIQUE;CONTRIBUTIONS OF IMAGING TO SPORT PATHOLOGIES;"RUGGERI, V.;";" CHU GRENOBLE, F-38700 LA TRONCHE, FRANCE.;"
;MEDECINE NUCLEAIRE-IMAGERIE FONCTIONNELLE ET METABOLIQUE;MELANOMA - REGULATORY NEWS FORNUCLEAR MEDICINE ACTIVITIES;"RUGGERI, V.;";" CHU GRENOBLE, F-38700 LA TRONCHE, FRANCE.;"
;MEDECINE NUCLEAIRE-IMAGERIE FONCTIONNELLE ET METABOLIQUE;NUCLEAR MEDICINE: WHAT FUTURE ISSUES, IN PARTICULAR TECHNOLOGICAL AND PHARMACEUTICAL?;"RUGGERI, V.;";" CHU GRENOBLE, F-38700 LA TRONCHE, FRANCE.;"
;RESPIRATORY MEDICINE AND RESEARCH;IMMUNOSUPPRESSION IN A LUNG TRANSPLANT RECIPIENT WITH COVID19? LESSONS FROM AN EARLY CASE;"RAETH, J.;; TOMIO, A.;; HAMIDFAR, R.;; PISON, C.;";" CHU GRENOBLE ALPES, SERV HOSP UNIV PNEUMOL, POLE THORAX & VAISSEAUX, GRENOBLE, FRANCE.; "
;RESPIRATORY MEDICINE AND RESEARCH;IMMUNOSUPPRESSION IN A LUNG TRANSPLANT RECIPIENT WITH COVID19? LESSONS FROM AN EARLY CASE;"EUGENE, A.;; PLUCHART, H.;";" CHU GRENOBLE ALPES, POLE PHARM, GRENOBLE, FRANCE.; "
;RESPIRATORY MEDICINE AND RESEARCH;IMMUNOSUPPRESSION IN A LUNG TRANSPLANT RECIPIENT WITH COVID19? LESSONS FROM AN EARLY CASE;"DURAND, M.;";" CHU GRENOBLE ALPES, POLE ANESTHESIE REANIMAT, GRENOBLE, FRANCE.; "
;RESPIRATORY MEDICINE AND RESEARCH;IMMUNOSUPPRESSION IN A LUNG TRANSPLANT RECIPIENT WITH COVID19? LESSONS FROM AN EARLY CASE;"MOUNAYAR, A.; L.;";" CHU GRENOBLE ALPES, POLE URGENCE MED AIGUE, SERV MALAD INFECT & TROP, GRENOBLE, FRANCE.; "
;CHEST;PREVALENCE OF ANTI-NEUTROPHIL CYTOPLASMIC ANTIBODIES AND ASSOCIATED VASCULITIS IN COPD ASSOCIATED WITH ALPHA-1 ANTITRYPSIN DEFICIENCY AN ANCILLARY STUDY TO A PROSPECTIVE STUDY ON 180 FRENCH PATIENTS;PISON, CHRISTOPHE;" CHU GRENOBLE ALPES, SERV HOSP UNIV PNEUMOL PHYSIOL, LA TRONCHE, FRANCE.; "
;CORRESPONDANCES EN METABOLISMES HORMONES DIABETES ET NUTRITION;SPONTANEOUS PREGNANCY UNDER TREATMENT WITH GLP1R AGONIST;"BETRY, C.;";" CHU GRENOBLE ALPES, SERV ENDOCRINOL DIABETOL NUTR, POLE DIGESTIF DUNE DIGIDUNE, GRENOBLE, FRANCE.;"
;BRITISH JOURNAL OF DERMATOLOGY;CLINICAL RESPONSE TO IMMUNE CHECKPOINT INHIBITION IN PATIENTS WITH ADVANCED SKIN CANCERS RECEIVING CONCURRENT RUXOLITINIB THERAPY FOR HAEMATOLOGICAL MALIGNANCY;"TRABELSI MESSAI, S.;; LECCIA, M.; T.;";" CHU GRENOBLE, DERMATOL DEPT, GRENOBLE, FRANCE.; "
;PEDIATRIC BLOOD & CANCER;SURVEY AMONG FRENCH CENTERS ABOUT ADAPTED PHYSICAL ACTIVITY IN PEDIATRIC ONCOLOGY;"GOFTI-LAROCHE, L.;";" CHU, PEDIAT ONCOL & HEMATOL & AYA UNIT, GRENOBLE, FRANCE.; "
;MULTIPLE SCLEROSIS JOURNAL;EXPOSURE TO NATALIZUMAB DURING PREGNANCY: A FRENCH NATIONAL RETROSPECTIVE STUDY;"CASEZ, O.;";" CHU GRENOBLE, GRENOBLE, FRANCE.; "
;BONE MARROW TRANSPLANTATION;ALLOGENEIC TRANSPLANTATION IN PATIENTS WITH HIV-INFECTION: AN UPDATED PAIR-MATCHED COHORT STUDY BY THE EUROPEAN SOCIETY FOR BLOOD AND MARROW TRANSPLANTATION;"CAHN, JEAN Y.;";" CHU MICHALLON, GRENOBLE, FRANCE.; "
;BONE MARROW TRANSPLANTATION;SPLENECTOMY DOESN'T PRECLUDE SUBSEQUENT ALLOGENEIC HEMATOPOIETIC CELL TRANSPLANTATION IN MYELOFIBROSIS PATIENTS: A FRENCH NATIONWIDE STUDY USING A MULTISTATE MODEL;MEUNIER, MATHIEU;" CHU GRENOBLE ALPES, GRENOBLE, FRANCE.; "
;BONE MARROW TRANSPLANTATION;ALLOGENEIC HEMATOPOIETIC STEM CELL TRANSPLANTATION FOR RELAPSED OR REFRACTORY ACUTE MYELOID LEUKEMIA: A SINGLE CENTER ANALYSIS;"DESCHAMPS, PAUL; BULABOIS, CLAUDE-ERIC; CARRE, MARTIN; THIEBAUT-BERTRAND, ANNE; CAHN, JEAN-YVES";" CHU GRENOBLE, LA TRONCHE, FRANCE.;"
;BONE MARROW TRANSPLANTATION;ALLOGENEIC STEM CELL TRANSPLANTATION RECIPIENTS ADMITTED TO THE INTENSIVE CARE UNIT - REAPPRAISAL OF PROGNOSIS AND PROGNOSTIC FACTORS -A SINGLE CENTER STUDY;"MAUZ, NATACHA; CRETALLAZ, PIERRE; TRUCHE, ANNE-SOPHIE; SEDILLOT, NICHOLAS; CARRE, MARTIN; BULABOIS, CLAUDE-ERIC; SCHWEBEL, CAROLE; TERZI, NICOLAS; CAHN, JEAN-YVES; THIEBAUT-BERTRAND, ANNE";" CHU GRENOBLE ALPES, LA TRONCHE, FRANCE.;"
;EUROPEAN JOURNAL OF HUMAN GENETICS;TAR SYNDROME: CLINICAL AND MOLECULAR CHARACTERIZATION OF A COHORT OF 26 PATIENTS AND DESCRIPTION OF NOVEL NON-CODING VARIANTS OF RBM8A;"JOUK, P.;";" CHU GRENOBLE ALPES, DEPT GENET, GRENOBLE, FRANCE.; "
;EUROPEAN JOURNAL OF HUMAN GENETICS;DISSEQ: DOUBLE-BLIND NEXT-GENERATION-SEQUENCING TECHNOLOGIES (EXOME AND GENE PANEL) IN THE DIAGNOSIS OF A COHORT OF 330 PATIENTS WITH AN INTELLECTUAL DISABILITY: CONCORDANCE, DISCREPANCIES, AND EFFICIENCIES.;"THEVENON, J.;";" UNIV GRENOBLE, HOP COUPLE ENFANT, CHU GRENOBLE, DEPT GENET & PROCREAT, GRENOBLE, FRANCE.; "
;VALUE IN HEALTH;PREVALENCE AND BURDEN OF ALPHA-1 ANTITRYPSIN DEFICIENCY IN FRANCE: AN ANALYSIS FROM THE FRENCH NATIONAL HEALTH DATABASE (SNDS);"PISON, C.;";" CHU GRENOBLE ALPES, GRENOBLE, FRANCE.; "
;AMERICAN JOURNAL OF HUMAN GENETICS;USING THE TERM AMYOPLASIA LOOSELY CAN LEAD TO CONFUSION RESPONSE;DIETERICH, KLAUS;" CHU GRENOBLE ALPES, DEPT MED GENET, GENET MED, F-38700 GRENOBLE, FRANCE.; "
;AMERICAN JOURNAL OF HUMAN GENETICS;USING THE TERM AMYOPLASIA LOOSELY CAN LEAD TO CONFUSION RESPONSE;"DIETERICH, KLAUS; FAURE, JULIEN; RENDU, JOHN; LATYPOVA, XENIA";" CHU GRENOBLE ALPES, BIOCHIM GENET & MOL, F-38700 GRENOBLE, FRANCE.; "
;CIRCULATION;HEAD AND THORAX ELEVATION IMPROVES CEREBRAL PERFUSION PRESSURE IN PIGS POST RESUSCITATION AFTER CPR;"DUHEM, HELENE; LABARERE, JOSE";" CHU GRENOBLE ALPES, LA TRONCHE, FRANCE.; "
;JOINT BONE SPINE;IMPLEMENTATION BY SMOKERS OF THE RECOMMENDATIONS MADE DURING THE SYSTEMATIC SCREENING OF COMORBIDITIES ASSOCIATED WITH CHRONIC INFLAMMATORY DISEASES IN DAILY PRACTICE;"GAUDIN, PHILIPPE; BAILLET, ATHAN";" UGA, GREPI, EA 7408, F-38700 LA TRONCHE, FRANCE.;"
;PLOS ONE;CORNEA VERTICILLATA AND ACROPARESTHESIA EFFICIENTLY DISCRIMINATE CLUSTERS OF SEVERITY IN FABRY DISEASE;BESSON, GERARD;" GRENOBLE UNIV HOSP, DEPT NEUROL, GRENOBLE, FRANCE.; "
;ANNALS OF INTENSIVE CARE;USE, TIMING AND FACTORS ASSOCIATED WITH TRACHEAL INTUBATION IN SEPTIC SHOCK: A PROSPECTIVE MULTICENTRIC OBSERVATIONAL STUDY;"TERZI, N.;";" GRENOBLE UNIV HOSP, MED INTENS CARE UNIT, LA TRONCHE, FRANCE.; "
;TOXICON;HEALTH RISK ASSESSMENT RELATED TO PINNATOXINS IN FRENCH SHELLFISH;LAGRANGE, EMMELINE;" GRENOBLE UNIV HOSP, REFERENCE CTR NEUROMUSCULAR DIS, DEPT NEUROL, GRENOBLE, FRANCE.; "
;TRANSPLANTATION;THE TOMATO STUDY (TACROLIMUS METABOLIZATION IN KIDNEY TRANSPLANTATION): IMPACT OF THE CONCENTRATION-DOSE RATIO ON DEATH-CENSORED GRAFT SURVIVAL;"JOUVE, THOMAS; NOBLE, JOHAN; JANBON, BENEDICTE; MALVEZZI, PAOLO; ROSTAING, LIONEL";" GRENOBLE UNIV HOSP, NEPHROL DIALYSIS APHERESIS & TRANSPLANTAT DEPT, GRENOBLE, FRANCE.; "
;TRANSPLANTATION;THE TOMATO STUDY (TACROLIMUS METABOLIZATION IN KIDNEY TRANSPLANTATION): IMPACT OF THE CONCENTRATION-DOSE RATIO ON DEATH-CENSORED GRAFT SURVIVAL;"FONROSE, XAVIER; STANKE-LABESQUE, FRANCOISE";" GRENOBLE UNIV HOSP, PHARMACOL PHARMACOGENET & TOXICOL LAB, GRENOBLE, FRANCE.; "
;TRANSPLANTATION;THE TOMATO STUDY (TACROLIMUS METABOLIZATION IN KIDNEY TRANSPLANTATION): IMPACT OF THE CONCENTRATION-DOSE RATIO ON DEATH-CENSORED GRAFT SURVIVAL;FIARD, GAELLE;" GRENOBLE UNIV HOSP, UROL & TRANSPLANTAT DEPT, GRENOBLE, FRANCE.; "
;ENVIRONMENT INTERNATIONAL;EXPOSURE TO PHENOLS DURING PREGNANCY AND THE FIRST YEAR OF LIFE IN A NEW TYPE OF COUPLE-CHILD COHORT RELYING ON REPEATED URINE BIOSPECIMENS;PIN, ISABELLE;" GRENOBLE UNIV HOSP, PEDIAT DEPT, F-38700 LA TRONCHE, FRANCE.; "
;ENVIRONMENT INTERNATIONAL;EXPOSURE TO PHENOLS DURING PREGNANCY AND THE FIRST YEAR OF LIFE IN A NEW TYPE OF COUPLE-CHILD COHORT RELYING ON REPEATED URINE BIOSPECIMENS;"PIN, I; HOFFMANN, P.;; HULLO, E.;; LLERENA, C.;";" GRENOBLE UNIV HOSP, LA TRONCHE, FRANCE.; "
;MEDICINE;DOOR-IN TO DOOR-OUT TIMES IN ACUTE ST-SEGMENT ELEVATION MYOCARDIAL INFARCTION IN EMERGENCY DEPARTMENTS OF NON-INTERVENTIONAL HOSPITALS A COHORT STUDY;"CARDINE, MATHIEU; DEBATY, GUILLAUME";" GRENOBLE UNIV HOSP, EMERGENCY DEPT, GRENOBLE, FRANCE.; "
;MEDICINE;DOOR-IN TO DOOR-OUT TIMES IN ACUTE ST-SEGMENT ELEVATION MYOCARDIAL INFARCTION IN EMERGENCY DEPARTMENTS OF NON-INTERVENTIONAL HOSPITALS A COHORT STUDY;"CARDINE, MATHIEU; DEBATY, GUILLAUME";" GRENOBLE UNIV HOSP, EMERGENCY MED SERV, GRENOBLE, FRANCE.; "
;MEDICINE;DOOR-IN TO DOOR-OUT TIMES IN ACUTE ST-SEGMENT ELEVATION MYOCARDIAL INFARCTION IN EMERGENCY DEPARTMENTS OF NON-INTERVENTIONAL HOSPITALS A COHORT STUDY;VANZETTO, GERALD;" GRENOBLE UNIV HOSP, DEPT CARDIOL, GRENOBLE, FRANCE.;"
;ARCHIVES OF CARDIOVASCULAR DISEASES;JOINT POSITION PAPER OF THE WORKING GROUP OF PACING AND ELECTROPHYSIOLOGY OF THE FRENCH SOCIETY OF CARDIOLOGY AND THE FRENCH SOCIETY OF DIAGNOSTIC AND INTERVENTIONAL CARDIAC AND VASCULAR IMAGING ON MAGNETIC RESONANCE IMAGING IN PATIENTS WITH CARDIAC ELECTRONIC IMPLANTABLE DEVICES;DEFAYE, PASCAL;" GRENOBLE UNIV HOSP, DEPT CARDIOL, F-38700 LA TRONCHE, FRANCE.; "
;PHARMACEUTICS;RECENT ADVANCES IN THE DESIGN OF TOPICAL OPHTHALMIC DELIVERY SYSTEMS IN THE TREATMENT OF OCULAR SURFACE INFLAMMATION AND THEIR BIOPHARMACEUTICAL EVALUATION;MAZET, ROSELINE;" GRENOBLE UNIV HOSP, F-38043 GRENOBLE, FRANCE.; "
;INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH;USE OF PERSONAL CARE PRODUCTS DURING PREGNANCY IN RELATION TO URINARY CONCENTRATIONS OF SELECT PHENOLS: A LONGITUDINAL ANALYSIS FROM THE SEPAGES FEASIBILITY STUDY;"PIN, I.;; HOFFMANN, P.;; HULLO, E.;; LLERENA, C.;";" GRENOBLE UNIV HOSP, LA TRONCHE, FRANCE.; "
;ANAESTHESIA CRITICAL CARE & PAIN MEDICINE;PRELIMINARY PRAGMATIC LESSONS FROM THE SARS-COV-2 PANDEMIC IN FRANCE;BOUZAT, PIERRE;" GRENOBLE ALPS UNIV, GRENOBLE UNIV HOSP, GRENOBLE ALPS TRAUMA CTR, F-38000 GRENOBLE, FRANCE.; "
