halId_s;version_i;uri_s;docType_s;doiId_s;nntId_s;title_s;subTitle_s;authFullName_s;producedDate_s;domain_s;journalTitle_s;journalPublisher_s;volume_s;number_s;page_s;en_keyword_s;keyword_s;fr_keyword_s;conferenceTitle_s;conferenceStartDate_s;country_s;language_s;inPress_bool
hal-01737927;1;https://hal.sorbonne-universite.fr/hal-01737927;ART;10.1364/BOE.9.000557;;In vivo high resolution human corneal imaging using full-field optical coherence tomography;;Viacheslav Mazlin,Peng Xiao,Eugénie Dalimier,Kate Grieve,Kristina Irsch,José-Alain Sahel,Mathias Fink,A. Claude Boccara;2018;0.sdv,1.sdv.ib,2.sdv.ib.ima,0.sdv,1.sdv.mhep,2.sdv.mhep.os;Biomedical optics express;Optical Society of America - OSA Publishing;9;;557-568;;;;;;;en;false
hal-01922795;1;https://hal-univ-bourgogne.archives-ouvertes.fr/hal-01922795;ART;10.3390/cancers10050145;;[18F]FDG-PET/CT in Hodgkin Lymphoma: Current Usefulness and Perspectives;;Salim Kanoun,Cédric Rossi,Olivier Casasnovas;2018-05;0.sdv,1.sdv.can;Cancers;MDPI;10;;145;Treatment response,Hodgkin Lymphoma,PET/CT,18FFDG,Interim PET,Staging,Total metabolic tumor volume;Treatment response,Hodgkin Lymphoma,PET/CT,18FFDG,Interim PET,Staging,Total metabolic tumor volume;;;;;en;false
hal-02348034;1;https://hal.archives-ouvertes.fr/hal-02348034;ART;10.1016/j.nucmedbio.2018.03.003;;Imaging thrombosis with (99m)Tc-labeled RAM.1-antibody in vivo;;Ali Ouadi,Virgile Bekaert,Nicolas Receveur,Lionel Thomas,François Lanza,Patrice Marchand,Christian Gachet,Pierre Henri Mangin,David Brasse,Patrice Laquerriere;2018;0.sdv,1.sdv.ib,2.sdv.ib.ima,0.sdv,1.sdv.ib,2.sdv.ib.mn,0.sdv,1.sdv.mhep,2.sdv.mhep.csc;Nuclear Medicine and Biology;Elsevier;61;;21-27;Single-photon emission computed tomography,Platelets,Thrombosis,Antibodies;Single-photon emission computed tomography,Platelets,Thrombosis,Antibodies;;;;;en;false
hal-02061774;1;https://hal.archives-ouvertes.fr/hal-02061774;ART;10.1109/lmag.2018.2829109;;6H-SiC-Fe Nanostructures Studied by Atom Probe Tomography;;Lindor Diallo,Abdeslem Fnidiki,Luc Lechevallier,Amjaad Zarefy,Jean Juraszek,Fabien Cuvilly,Ivan Blum,Michel Viret,Marc Marteau,Dominique Eyidi,Alain Declemy;2018;0.phys,1.phys.cond,2.phys.cond.cm-ms;IEEE Magnetics Letters;IEEE;9;;01-mars;;;;;;;en;false
hal-01928844;1;https://hal.archives-ouvertes.fr/hal-01928844;ART;10.1021/acs.jpcc.8b03223;;Composition Metrology of Ternary Semiconductor Alloys Analyzed by Atom Probe Tomography;;E. Di Russo,F. Moyon,N. Gogneau,L. Largeau,E. Giraud,J. F. Carlin,N. Grandjean,J. M. Chauveau,M. Hugues,I. Blum,W. Lefebvre,F. Vurpillot,D. Blavette,L. Rigutti;2018;0.phys;Journal of Physical Chemistry C;American Chemical Society;122;;16704--16714;;;;;;;en;false
hal-02397068;1;https://hal.archives-ouvertes.fr/hal-02397068;ART;10.1007/s11307-018-1246-3;;X-ray-Based 3D Virtual Histology—Adding the Next Dimension to Histological Analysis;;J. Albers,S. Pacilé,M. Markus,M. Wiart,G. Vande Velde,G. Tromba,C. Dullin;2018-10;0.sdv,1.sdv.ib,2.sdv.ib.ima;Molecular Imaging and Biology;Springer Verlag;20;;732-741;Soft-tissue staining,Phase contrast,Histology,X-ray imaging;Soft-tissue staining,Phase contrast,Histology,X-ray imaging,Mu CT,Synchrotron;Mu CT,Synchrotron;;;;en;false
hal-01785730;1;https://hal.archives-ouvertes.fr/hal-01785730;ART;10.1016/j.jallcom.2018.04.310;;On the interplay between Si-Er-O segregation and erbium silicate (Er 2 Si 2 O 7 ) formation in Er-doped SiO x thin films;;Georges Beainy,C. Frilay,Philippe Pareige,F. Gourbilleau,E. Talbot;2018-07;0.chim,1.chim.mate,0.phys,1.phys.cond,2.phys.cond.cm-ms,0.phys,1.phys.phys,2.phys.phys.phys-comp-ph,0.phys,1.phys.phys,2.phys.phys.phys-optics,0.spi,1.spi.elec,0.spi,1.spi.mat,0.spi,1.spi.nano,0.spi,1.spi.opti;Journal of Alloys and Compounds;Elsevier;755;;55 - 60;Nanostructured materials,Oxide materials,Rare earth alloys and compounds,Semiconductors,Atomic scale structure,Atom probe tomography,Optical properties,Luminescence;Nanostructured materials,Oxide materials,Rare earth alloys and compounds,Semiconductors,Atomic scale structure,Atom probe tomography,Optical properties,Luminescence;;;;;en;false
hal-02061494;1;https://hal.archives-ouvertes.fr/hal-02061494;ART;10.1016/j.matchar.2018.04.024;;Simulation tools for atom probe tomography: A path for diagnosis and treatment of image degradation;;François Vurpillot,Stefan Parviainen,Fluyra Djurabekova,David Zanuttini,Benoit Gervais;2018-12;0.phys,1.phys.cond,2.phys.cond.cm-ms;Materials Characterization;Elsevier;146;;336-346;;;;;;;en;false
hal-02131196;1;https://hal.umontpellier.fr/hal-02131196;ART;10.1093/gji/ggx478;;Impact of near-surface fault geometry on secular slip rate assessment derived from uplifted river terraces: implications for convergence accommodation across the frontal thrust in southern Central Bhutan;;Dowchu Drukpa,Stéphanie Gautier,Rodolphe Cattin,Kinley Namgay,Nicolas Le Moigne;01/02/2018;0.sdu,1.sdu.stu,2.sdu.stu.gp;Geophysical Journal International;Oxford University Press (OUP);212;;1315-1330;Geomorphology,Gravity anomalies and Earth structure,Electrical resistivity tomography ERT,Seismic tomography;Geomorphology,Gravity anomalies and Earth structure,Electrical resistivity tomography ERT,Seismic tomography;;;;;en;false
hal-01862673;1;https://hal.archives-ouvertes.fr/hal-01862673;ART;10.1016/j.canrad.2018.06.001;;Role of FDG PET-CT in the treatment management of Hodgkin lymphoma;;A. Berriolo-Riedinger,S. Becker,O. Casasnovas,T. Vander Borght,V. Édeline;2018-09;0.sdv,1.sdv.can;Cancer Radiothérapie;Elsevier Masson;22;;393-400;Hodgkin lymphoma,Imagerie,Interim PET;Hodgkin lymphoma,Imagerie,Interim PET,Lymphome de Hogkin,PET-CT,TEP-scanographie;Lymphome de Hogkin,PET-CT,TEP-scanographie;;;;en;false
hal-01837529;1;https://hal.archives-ouvertes.fr/hal-01837529;ART;10.1093/botlinnean/box090;;Deciphering the complex architecture of an herb using micro-computed X-ray tomography\, with an illustrated discussion on architectural diversity of herbs;;Guillaume Chomicki,Yannick M. Staedler,Luc Bidel,Christian Jay-Allemand,J. Schonenberger,S. S. Renner;2018;0.sdv,1.sdv.bv;Botanical Journal of the Linnean Society;Linnean Society of London;186;;145-157;Apiaceae,Centella,Electron microscopy,Plant architecture;Apiaceae,Centella,Electron microscopy,Plant architecture,Stolon,Architecture de la plante;Stolon,Architecture de la plante;;;;en;false
hal-01874758;1;https://hal-mines-paristech.archives-ouvertes.fr/hal-01874758;ART;10.1007/s11043-017-9360-1;;Time dependent voiding mechanisms in polyamide 6 submitted to high stress triaxiality : experimental characterisation and finite element modelling;;Nathan Selles,Andrew King,Henry Proudhon,Nicolas Saintier,Lucien Laiarinandrasana;2018-11;0.phys,1.phys.cond,2.phys.cond.cm-ms;Mechanics of Time-Dependent Materials;Society for Experimental Mechanics;22;;351-371;Finite elements,Creep test,Semi-crystalline polymer,Voiding,Synchrotron radiation computed tomography,Tensile test;Finite elements,Creep test,Semi-crystalline polymer,Voiding,Synchrotron radiation computed tomography,Tensile test;;;;;en;false
pasteur-02550351;1;https://hal-pasteur.archives-ouvertes.fr/pasteur-02550351;ART;10.1146/annurev-micro-090817-062702;;Using Cryo-EM to Investigate Bacterial Secretion Systems;;Chiara Rapisarda,Matteo Tassinari,Francesca Gubellini,Rémi Fronzes;13/07/2018;0.sdv;Annual Review of Microbiology;Annual Reviews;72;;231-254;Bacteria,Cryo-EM,Cryo-electron microscopy,Single particle,Tomography,Secretion systems;Bacteria,Cryo-EM,Cryo-electron microscopy,Single particle,Tomography,Secretion systems;;;;;en;false
hal-01499820;1;https://hal.archives-ouvertes.fr/hal-01499820;ART;10.1109/JOE.2017.2660778;;Raypath Separation With a High-Resolution Algorithm in a Shallow-Water Waveguide;;Longyu Jiang,Philippe Roux,Jerome Mars;2018-01;0.spi,1.spi.signal;IEEE Journal of Oceanic Engineering;Institute of Electrical and Electronics Engineers;44;;119-130;Index Terms Ocean acoustic tomography,Shallow-water waveguide,High resolution,Multipath propagation;Index Terms Ocean acoustic tomography,Shallow-water waveguide,High resolution,Multipath propagation;;;;;en;false
hal-02115209;1;https://hal.archives-ouvertes.fr/hal-02115209;ART;10.1016/j.cretres.2017.09.017;;New plesiosaurian specimens (Reptilia\, Plesiosauria) from the Upper Cretaceous (Turonian) of Goulmima (Southern Morocco);;R Emi Allemand,Nathalie Bardet,Alexandra Houssaye,Peggy Vincent,Rémi Allemand;2018-02;0.sdu,1.sdu.stu,2.sdu.stu.pg;Cretaceous Research;Elsevier;82;;83-98;;;;;;;en;false
hal-02108700;1;https://hal.archives-ouvertes.fr/hal-02108700;ART;10.1007/s10086-018-1716-x;;It’s what’s inside that counts: computer-aided tomography for evaluating the rate and extent of wood consumption by shipworms;;François Charles,Jennifer Coston-Guarini,Jean-Marc Guarini,François Lantoine;2018-08;0.sde,0.sde,1.sde.be;Journal of Wood Science;Springer Verlag;64;;427-435;Coarse woody debris,Teredinidae,CT scan,Wood destruction,Modelling,ACL;Coarse woody debris,Teredinidae,CT scan,Wood destruction,Modelling,ACL;;;;;en;false
hal-02135883;1;https://hal.archives-ouvertes.fr/hal-02135883;ART;10.5194/acp-18-16809-2018;;Cloud impacts on photochemistry: building a climatology of photolysis rates from the Atmospheric Tomography mission;;Samuel Hall,Kirk Ullmann,Michael Prather,Clare Flynn,Lee Murray,Arlene Fiore,Gustavo Correa,Sarah Strode,Stephen Steenrod,Jean-François Lamarque,Jonathan Guth,Béatrice Josse,Johannes Flemming,Vincent Huijnen,N. Luke Abraham,Alex Archibald;2018;0.sdu,1.sdu.ocean;Atmospheric Chemistry and Physics;European Geosciences Union;18;;16809-16828;;;;;;;en;false
hal-01916317;1;https://hal.archives-ouvertes.fr/hal-01916317;ART;10.1016/j.msea.2018.05.094;;Over-ageing of an Al-Mg-Si alloy with silicon excess;;G. Meyruey,V. Massardier,W. Lefebvre,M. Perez;2018;0.spi,1.spi.mat;Materials Science and Engineering: A;Elsevier;730;;92-105;Temperature range,TEM observations,Aluminum alloys,Hardness,High resolution transmission electron microscopy,Isotherms,Magnesium alloys,Precipitation chemical,Probes,Thermoelectric power,Transmission electron microscopy,Ageing,Atom probe tomography,Hardness measurement,Highest temperature,Isothermal transformations,Microstructural changes,Silicon alloys;Temperature range,TEM observations,Aluminum alloys,Hardness,High resolution transmission electron microscopy,Isotherms,Magnesium alloys,Precipitation chemical,Probes,Thermoelectric power,Transmission electron microscopy,Ageing,Atom probe tomography,Hardness measurement,Highest temperature,Isothermal transformations,Microstructural changes,Silicon alloys;;;;;en;false
hal-02622333;1;https://hal.inrae.fr/hal-02622333;ART;10.1007/s00374-017-1261-6;;Metal soil pollution differentially affects both the behaviour and exposure of A. caliginosa and L. terrestris: a mesocosm study;;Stéphane Mombo,Christophe Laplanche,Philippe Besson,Stéphane Sammartino,Eva Schreck,Camille Dumat,Line Capowiez;2018;0.sde,1.sde.mcg;Biology and Fertility of Soils;Springer Verlag;54;;319-328;Cd,Avoidance behaviour,Burrow,X-ray tomography,Water infiltration;Cd,Avoidance behaviour,Burrow,X-ray tomography,Water infiltration,Pb;Pb;;;;en;false
hal-02627093;1;https://hal.inrae.fr/hal-02627093;ART;10.1167/iovs.18-24090;;The EYE-MI pilot study: A prospective acute coronary syndrome cohort evaluated with retinal optical coherence tomography angiography;;Louis Arnould,Charles Guenancia,Arthur Azemar,Guillaume Alan,Stéphane Pitois,Florence Bichat,Marianne Zeller,Pierre-Henry Gabrielle,Alain Bron,Catherine Creuzot Garcher,Yves Cottin;2018;0.sdv,1.sdv.mhep,0.sdv,1.sdv.mhep,2.sdv.mhep.os;Investigative Ophthalmology & Visual Science;Association for Research in Vision and Ophthalmology;59;;4299–4306;OCT-Angiography,Micro-vascularization,AHA risk score;OCT-Angiography,Micro-vascularization,AHA risk score,Acute coronary syndrome,Retinal vascular density;Acute coronary syndrome,Retinal vascular density;;;;en;false
hal-02110736;1;https://hal.archives-ouvertes.fr/hal-02110736;ART;10.3847/1538-4365/aace58;;First Data Release of the COSMOS Ly ? Mapping and Tomography Observations: 3D Ly ? Forest Tomography at 2.05 < z < 2.55;;Khee-Gan Lee,Alex Krolewski,Martin White,David Schlegel,Peter Nugent,Joseph Hennawi,Thomas Müller,Richard Pan,J. Xavier Prochaska,Andreu Font-Ribera,Nao Suzuki,Karl Glazebrook,Glenn Kacprzak,Jeyhan Kartaltepe,Anton Koekemoer,Olivier Le Fèvre,Brian Lemaux,Christian Maier,Themiya Nanayakkara,R. Michael Rich,D. Sanders,Mara Salvato,Lidia Tasca,Kim-Vy Tran;01/08/2018;0.sdu,0.sdu,1.sdu.astr;Astrophysical Journal Supplement;American Astronomical Society;237;;31;;;;;;;en;false
hal-02306013;1;https://hal.archives-ouvertes.fr/hal-02306013;ART;10.1002/2017JB014730;;Evaluating the Resolution of Deep Mantle Plumes in Teleseismic Traveltime Tomography;;Ross Maguire,Jeroen Ritsema,Mickael Bonnin,Peter Van keken,Saskia Goes;2018-01;0.sdu,0.sdu,1.sdu.stu,2.sdu.stu.gp;Journal of Geophysical Research : Solid Earth;American Geophysical Union;123;;384-400;;;;;;;en;false
hal-02303268;1;https://hal.archives-ouvertes.fr/hal-02303268;ART;10.4103/jcis.JCIS_71_17;;Comparative Performances of Dipyridamole and Regadenoson to Detect Myocardial Ischemia using Cardiac Cadmium-Zinc-Telluride Single-Photon Emission Computerized Tomography;;F. Ben Bouallegue,Catherine Nganoa,Jonathan Vigne,Denis Agostini,Alain Manrique;2018;0.sdv;Journal of Clinical Imaging Science;;8;;51;Cadmium-zinc-telluride camera,Pharmacologic stress,Regadenoson,Dipyridamole,Myocardial perfusion single-photon emission computerized tomography;Cadmium-zinc-telluride camera,Pharmacologic stress,Regadenoson,Dipyridamole,Myocardial perfusion single-photon emission computerized tomography;;;;;en;false
hal-01619576;1;https://hal.archives-ouvertes.fr/hal-01619576;ART;10.1016/j.jmatprotec.2017.08.014;;Microstructural defects induced by stereolithography and related compressive behaviour of polymers;;Sofiane Belhabib,Tao Liu,Sofiane Guessasma,Jihong Zhu,Weihong Zhang,Hedi Nouri;2018-01;0.spi,1.spi.mat;Journal of Materials Processing Technology;Elsevier;251;;37 - 46;Stereolithography,X-ray micro-tomography,Compression testing,Microstructure;Stereolithography,X-ray micro-tomography,Compression testing,Microstructure;;;;;en;false
hal-02003338;1;https://hal.archives-ouvertes.fr/hal-02003338;ART;10.1093/gji/ggy259;;Ambient-noise tomography of the wider Vienna Basin region;;S Schippkus,D. Zigone,G. Bokelmann;2018;0.sdu,1.sdu.stu,2.sdu.stu.gp;Geophysical Journal International;Oxford University Press (OUP);215;;102-117;Crustal imaging,Seismic interferometry,Seismic noise,Seismic tomography,Crustal structure;Crustal imaging,Seismic interferometry,Seismic noise,Seismic tomography,Crustal structure;;;;;en;false
hal-01909736;1;https://hal.archives-ouvertes.fr/hal-01909736;ART;10.1088/1361-6560/aae5c9;;Two-dimensional noise reconstruction in proton computed tomography using distance-driven filtered back-projection of simulated projections;;Martin Rädler,Guillaume Landry,Simon Rit,Reinhard Schulte,Katia Parodi,George Dedes;01/11/2018;0.spi,1.spi.signal,0.phys,1.phys.phys,2.phys.phys.phys-med-ph;Physics in Medicine and Biology;IOP Publishing;63;;;;;;;;;en;false
hal-02104309;1;https://hal.archives-ouvertes.fr/hal-02104309;ART;;;Subretinal fibrosis is associated with fundus pulverulentus in pseudoxanthoma elasticum.;;J Ebran,Ludovic Martin,Nastassia Navasiolava,Marc Ferré,Dan Milea,Stéphanie Leruez;2018;0.sdv,1.sdv.mhep;Graefe's Archive for Clinical and Experimental Ophthalmology;Springer Verlag;256;;699-707;Aged,Choroidal Neovascularization,Female,Fibrosis,Fluorescein Angiography,Follow-Up Studies,Fundus Oculi,Humans,Male,Middle Aged,Pseudoxanthoma elasticum,Retina,Retinal Pigment Epithelium,Retrospective Studies,Time Factors,Tomography,Optical Coherence,Visual Acuity;Aged,Choroidal Neovascularization,Female,Fibrosis,Fluorescein Angiography,Follow-Up Studies,Fundus Oculi,Humans,Male,Middle Aged,Pseudoxanthoma elasticum,Retina,Retinal Pigment Epithelium,Retrospective Studies,Time Factors,Tomography,Optical Coherence,Visual Acuity;;;;;en;false
hal-02357278;1;https://hal.archives-ouvertes.fr/hal-02357278;ART;10.1177/0959683617752844;;Historical Nankai-Suruga megathrust earthquakes recorded by tsunami and terrestrial mass movement deposits on the Shirasuka coastal lowlands\, Shizuoka Prefecture\, Japan;;Edd Garrett,Osamu Fujimura,Svenja Riedesel,Jan Walstra,Koen Deforce,Yusuke Yokoyama,Sabine Schmidt,Helmut Brückner,Marc de Batist,Vanessa M.A. Heyvaert,Quakerecnankai Team;01/06/2018;0.sde,1.sde.mcg;The holocene;London: Sage;28;;968-983;Diatom,Extreme wave event,Landslide,Palaeoseismology,Palynomorph,Radiocarbon,X-ray computed tomography;Diatom,Extreme wave event,Landslide,Palaeoseismology,Palynomorph,Radiocarbon,X-ray computed tomography;;;;;en;false
hal-02341702;1;https://hal.archives-ouvertes.fr/hal-02341702;ART;10.1097/MAO.0000000000001692;;Benefit of Preoperative Temporal Bone CT for Atraumatic Cochlear Implantation;;Alexandre Karkas,Nicolas Menjot De Champfleur,Alain Uziel,Michel Mondain,Jean-Luc Puel,Frédéric Venail;2018;0.sdv;Otology and Neurotology;Lippincott, Williams & Wilkins;39;;e186--e194;Cochlea,Cochlear Implants,Humans,Female,Male,Tomography,X-Ray Computed,Surgery,Computer-Assisted,Cochlear Implantation,Round Window,Ear,Temporal Bone;Cochlea,Cochlear Implants,Humans,Female,Male,Tomography,X-Ray Computed,Surgery,Computer-Assisted,Cochlear Implantation,Round Window,Ear,Temporal Bone;;;;;en;false
hal-01891195;1;https://hal.archives-ouvertes.fr/hal-01891195;ART;10.4244/EIJ-D-17-00794;;Characteristics of stent thrombosis in bifurcation lesions analysed by optical coherence tomography;;Mohamed Bechiri,Geraud Souteyrand,Thierry Lefevre,Charlotte Trouillet,Grégoire Range,Guillaume Cayla,François Dérimay,Lionel Mangin,Nicolas Meneveau,Christophe Caussin,Pascal Motreff,Nicolas Amabile;06/04/2018;0.sdv,1.sdv.mhep,2.sdv.mhep.csc;EuroIntervention;EuroPCR;13;;2174 - 2181;;;;;;;en;false
hal-02869262;1;https://hal.univ-angers.fr/hal-02869262;ART;10.1016/j.morpho.2018.08.004;;Microcomputed tomography (microCT) and histology of the mandibular canal in human and laboratory animals;;Daniel Chappard,Jean-Daniel Kün-Darbois,Philippe Mercier,Bernard Guillaume,Eric Aguado;2018;0.sdv;Morphologie;Elsevier Masson;102;;263-275;Inferior alveolar nerve,Mandibular canal,MicroCT,Nerve histology,Vascular injection;Inferior alveolar nerve,Mandibular canal,MicroCT,Nerve histology,Vascular injection;;;;;en;false
hal-01761521;2;https://hal.inria.fr/hal-01761521v2;ART;10.1007/s11548-018-1755-1;;Biomechanics-based graph matching for augmented CT-CBCT;;Jaime Garcia Guevara,Igor Peterlik,Marie-Odile Berger,Stephane Cotin;06/04/2018;0.info,1.info.info-mo,0.info,1.info.info-im;International Journal of Computer Assisted Radiology and Surgery;Springer Verlag;13;;805–813;CBCT,Biomechanical Modeling,Elastic graph registration,Image-guided interventions,Image registration;CBCT,Biomechanical Modeling,Elastic graph registration,Image-guided interventions,Image registration;;;;;en;false
hal-02443964;1;https://hal.archives-ouvertes.fr/hal-02443964;ART;;;"A ""Kelp-Like"" Microorganism Within the Belly";;Marie-Alix de Kyvon,Claudia Carvalho-Schneider,Adrien Lemaignen,David Dussart,Mathilde Barbaz,Pierre-Guillaume Barbe,Philippe Lanotte,Louis Bernard,Éric Bailly,J Chandenier,Guillaume Desoubeaux;2018;0.sdv,1.sdv.mhep,2.sdv.mhep.mi,0.sdv,0.sdv,1.sdv.mp,2.sdv.mp.myc,0.sdv,1.sdv.mp,2.sdv.mp.par;Clinical Infectious Diseases;Oxford University Press (OUP);;;;;;;;;;en;false
